"key","value","index"
"55-PKWF",0.963,46
"55-PKWF",0.963,47
"55-PKWF",0.9,48
"55-PKWF",0.8,49
"55-PKWF",0.223,50
"55-PKWF",0,51
"55-PKWF",0,52
"55-PKWF",0,53
"55-PKWF",0.334,54
"55-PKWF",0.7,55
"55-PKWF",0.7,56
"55-PKWF",0.7,57
"55-PKWF",0.75,58
"55-PKWF",0.75,59
"55-PKWF",0.75,60
"55-PKWF",0.75,61
"55-PKWF",0.8,62
"55-PKWF",0.8,63
"55-PKWF",0.8,64
"55-PKWF",0.8,65
"55-PKWF",0.75,66
"55-PKWF",0.75,67
"55-PKWF",0.75,68
"55-PKWF",0.75,69
"55-PKWF",0.85,70
"55-PKWF",0.85,71
"55-PKWF",0.9,72
"55-PKWF",0,73
"55-PKWF",0,74
"55-PKWF",0,75
"55-PKWF",0,76
"55-PKWF",0,77
"55-PKWF",0.258,78
"55-PKWF",0.736,79
"55-PKWF",0.912,80
"11-HPBST",0.379,1
"11-HPBST",0.373,2
"11-HPBST",0.384,3
"11-HPBST",0.395,4
"11-HPBST",0.413,5
"11-HPBST",0.519,6
"11-HPBST",0.836,7
"11-HPBST",0.835,8
"11-HPBST",0.815,9
"11-HPBST",0.805,10
"11-HPBST",0.776,11
"11-HPBST",0.763,12
"11-HPBST",0.77,13
"11-HPBST",0.492,14
"11-HPBST",0.396,15
"11-HPBST",0.399,16
"11-HPBST",0.406,17
"11-HPBST",0.409,18
"11-HPBST",0.396,19
"11-HPBST",0.394,20
"11-HPBST",0.389,21
"11-HPBST",0.38,22
"11-HPBST",0.409,23
"11-HPBST",0.39,24
"11-HPBST",0.388,25
"11-HPBST",0.384,26
"11-HPBST",0.382,27
"11-HPBST",0.389,28
"11-HPBST",0.407,29
"11-HPBST",0.467,30
"11-HPBST",0.748,31
"11-HPBST",0.818,32
"11-HPBST",0.822,33
"11-HPBST",0.807,34
"11-HPBST",0.805,35
"11-HPBST",0.811,36
"11-HPBST",0.817,37
"11-HPBST",0.805,38
"11-HPBST",0.612,39
"11-HPBST",0.553,40
"11-HPBST",0.568,41
"11-HPBST",0.592,42
"11-HPBST",0.583,43
"11-HPBST",0.557,44
"11-HPBST",0.438,45
"11-HPBST",0.386,46
"11-HPBST",0.384,47
"11-HPBST",0.385,48
"11-HPBST",0.392,49
"11-HPBST",0.379,50
"11-HPBST",0.386,51
"11-HPBST",0.398,52
"11-HPBST",0.409,53
"11-HPBST",0.519,54
"11-HPBST",0.786,55
"11-HPBST",0.78,56
"11-HPBST",0.783,57
"11-HPBST",0.784,58
"11-HPBST",0.779,59
"11-HPBST",0.785,60
"11-HPBST",0.772,61
"11-HPBST",0.788,62
"11-HPBST",0.77,63
"11-HPBST",0.763,64
"11-HPBST",0.769,65
"11-HPBST",0.766,66
"11-HPBST",0.733,67
"11-HPBST",0.742,68
"11-HPBST",0.732,69
"11-HPBST",0.634,70
"11-HPBST",0.384,71
"11-HPBST",0.4,72
"12-WBST",0.511,1
"12-WBST",0.489,2
"12-WBST",0.528,3
"12-WBST",0.534,4
"12-WBST",0.573,5
"12-WBST",0.697,6
"12-WBST",1.051,7
"12-WBST",1.05,8
"12-WBST",1.019,9
"12-WBST",1.008,10
"12-WBST",0.968,11
"12-WBST",0.956,12
"12-WBST",0.947,13
"12-WBST",1.099,14
"12-WBST",1.143,15
"12-WBST",1.164,16
"12-WBST",1.159,17
"12-WBST",1.189,18
"12-WBST",1.156,19
"12-WBST",1.115,20
"12-WBST",1.071,21
"12-WBST",0.733,22
"12-WBST",0.559,23
"12-WBST",0.532,24
"12-WBST",0.539,25
"12-WBST",0.518,26
"12-WBST",0.525,27
"12-WBST",0.547,28
"12-WBST",0.566,29
"12-WBST",0.595,30
"12-WBST",0.999,31
"12-WBST",0.998,32
"12-WBST",1.025,33
"12-WBST",1.034,34
"12-WBST",1.032,35
"12-WBST",1.105,36
"12-WBST",1.263,37
"12-WBST",1.244,38
"12-WBST",1.005,39
"12-WBST",0.957,40
"12-WBST",0.964,41
"12-WBST",1.011,42
"12-WBST",0.987,43
"12-WBST",0.956,44
"12-WBST",0.525,45
"12-WBST",0.78,46
"12-WBST",0.598,47
"12-WBST",0.506,48
"12-WBST",0.539,49
"12-WBST",0.519,50
"12-WBST",0.536,51
"12-WBST",0.554,52
"12-WBST",0.566,53
"12-WBST",0.71,54
"12-WBST",1.144,55
"12-WBST",1.14,56
"12-WBST",1.176,57
"12-WBST",1.129,58
"12-WBST",0.978,59
"12-WBST",0.994,60
"12-WBST",0.978,61
"12-WBST",0.972,62
"12-WBST",0.941,63
"12-WBST",0.937,64
"12-WBST",0.916,65
"12-WBST",1.075,66
"12-WBST",1.11,67
"12-WBST",1.127,68
"12-WBST",0.99,69
"12-WBST",0.774,70
"12-WBST",0.51,71
"12-WBST",0.546,72
