"id","x","y","z","demand","pattern"
"11262",11361.53,5116.39,42.651,0.36290102,"1"
"11263",11348.65,5112.32,42.651,0.36290102,"1"
"11264",11359.82,5002.73,42.651,0.36290102,"1"
"11265",10979.99,5702.55,42.651,0.224554,"1"
"11266",11386.3,5274.96,42.651,0.38019523,"1"
"11267",11294.49,6138.96,39.37,0.15599734,"1"
"11268",11277.4,6135.97,39.426,0.15530554,"1"
"11269",11298.89,6157.2,39.37,0.15530554,"1"
"1127",14150.05,3989.06,58.215,0.31560504,"1"
"11270",11394.63,6247.99,39.37,0.07765277,"1"
"11271",11282.41,6024.89,42.251,0.16856119,"1"
"11272",11340.18,6022.61,42.32,0.16856119,"1"
"11273",11541.29,6005.34,39.508,0.16856119,"1"
"11274",11586.15,6004.09,40.932,0.48721824,"1"
"11275",11266.18,5837.21,42.651,0.60000303,"1"
"11276",11092.71,5879.75,42.651,0.60000303,"1"
"11277",11673.88,6011.43,42.638,0.16922103,"1"
"11278",12361.45,4450.1,39.724,0.17707717,"1"
"11279",12481.68,5233.13,47.566,0.22516316,"1"
"1128",14304.67,3379.64,65.617,0.26204954,"1"
"11280",12520.44,5219.11,45.938,0.28296097,"1"
"11281",12667.98,5205.97,41.073,0.14148048,"1"
"11282",12266.84,5483.47,50.095,0.45393015,"1"
"11283",12076.36,5506.25,49.213,0.45393015,"1"
"11284",11866.46,5542.78,46.227,0.45393015,"1"
"11285",11761.45,5574.34,44.911,0.45393015,"1"
"11286",11585.74,5615.04,42.651,0.45393015,"1"
"11287",11339.85,5613.89,42.651,0.45393015,"1"
"11288",11216.11,5572.88,42.651,0.45393015,"1"
"11289",12562.64,5307.1,46.85,0.11774057,"1"
"1129",14801.95,4053.03,59.055,0.52044478,"1"
"11290",12556.69,5261.17,45.899,0.11774057,"1"
"11291",12719.53,5628.77,43.202,0.32588357,"1"
"11292",12715.41,5610.54,43.353,0.32588357,"1"
"11293",12709.13,5575.9,43.563,0.32588357,"1"
"11294",12692.41,5495.32,44.127,0.23462377,"1"
"11295",12702.85,5539.81,43.776,0.23462377,"1"
"11296",12826.59,5580.47,39.682,0.12870548,"1"
"11297",12732.71,5569.09,42.785,0.12870548,"1"
"11298",13034.82,5894.37,36.24,0.37055016,"1"
"11299",11245.42,7935.35,42.651,0.23661014,"1"
"113",2690.61,7766.33,42.631,0.37208374,"1"
"1130",14712.43,4009.61,58.789,0.32115229,"1"
"11300",11419.46,7769.69,41.411,0.54563477,"1"
"11301",11201.76,8159.18,39.865,0.52327316,"1"
"11302",11223.38,8092.62,42.188,0.52327316,"1"
"11303",11397.66,8351.71,41.122,0.26519608,"1"
"11304",11680.01,6973.15,39.37,0.19919726,"1"
"11305",11653.92,7037.14,39.37,0.09959863,"1"
"11306",11614.51,7249.33,35.909,0,"1"
"11307",11765.14,7530.9,36.736,0,"1"
"11308",11712.53,7808.59,39.426,0,"1"
"11309",11307.35,8420.86,36.919,0.62170442,"1"
"1131",14685.4,4324.95,56.06,1.54966408,"1"
"11310",11367.3,8430.62,38.12,0.31085221,"1"
"11311",11330.12,8587.81,36.076,0.09178115,"1"
"11312",11386.63,8851.81,32.812,0.15089542,"1"
"11313",11509.42,8671.71,35.154,0.2734776,"1"
"11314",11426,8706.29,33.228,0.2734776,"1"
"11315",11689.53,9063.06,33.563,0.24349469,"1"
"11316",12157.48,6437.73,39.872,0.38297486,"1"
"11317",12305.33,6357.92,42.651,0.38297486,"1"
"11318",12587.22,6450.69,40.587,0.33554855,"1"
"11319",12661.66,6539.92,43.94,0.16777427,"1"
"1132",18661.93,51.78,20.404,0.73953199,"1"
"11320",12214.97,7382.93,31.942,0.46349868,"1"
"11321",12296.73,7287.52,40.715,0.23174934,"1"
"11322",12544.44,7373.2,39.793,0.23095812,"1"
"11323",12735.56,7215.64,42.867,0.23095812,"1"
"11324",12222.17,7639.78,31.709,0.07488863,"1"
"11325",12343.45,7783.52,28.533,0.44058071,"1"
"11326",11449.51,8713.32,33.1,0.22360175,"1"
"11327",11459.82,8786.95,33.31,0.40662535,"1"
"11328",11607.37,8769.43,33.976,0.40662535,"1"
"11329",11695.1,8772.75,34.59,0.40662535,"1"
"1133",18578.9,0,18.783,0.1376736,"1"
"11330",11945.28,8808.54,35.866,0.40662535,"1"
"11331",11726.69,9327.33,38.287,0.63492812,"1"
"11332",12117.31,9067.99,35.951,0.71139064,"1"
"11333",12232.29,8703.16,35.843,0.37008613,"1"
"11334",12256.76,8922.57,35.522,0.37008613,"1"
"11335",12817.83,4293.8,45.932,0.17018554,"1"
"11336",12922.57,4320.88,45.932,0.43366884,"1"
"11337",12992.94,4382.05,45.39,0.43366884,"1"
"11338",13216.86,4523.73,45.932,0.21683442,"1"
"11339",12960.23,4066.43,49.213,0.4544947,"1"
"1134",18371.4,839.72,35.167,1.35800624,"1"
"11340",12977.34,4065.42,49.213,0.4544947,"1"
"11341",12908.64,4537.56,42.651,0.34868201,"1"
"11342",12972.22,4671.19,42.651,0.34868201,"1"
"11343",13066.02,4757.61,43.32,0.34868201,"1"
"11344",13114.95,4785.89,44.003,0.34868201,"1"
"11345",13251.66,4811.31,45.932,0.34868201,"1"
"11346",13299.8,5064.71,45.203,0,"1"
"11347",13304.88,5353.61,47.894,0.05439493,"1"
"11348",13344.18,4754.92,46.109,0,"1"
"11349",13382.9,4689.9,47.428,0,"1"
"1135",18345.76,807.9,34.357,0.74169097,"1"
"11350",13462.77,4523.45,49.213,0,"1"
"11351",13478.44,4412.42,49.213,0,"1"
"11352",13484.73,4385.85,49.213,0,"1"
"11353",13605.29,4681.13,49.213,0.39908345,"1"
"11354",13794.71,4884.94,52.493,0.62825751,"1"
"11355",13700.87,4864.82,51.381,0.62825751,"1"
"11356",13826.79,5328.42,52.493,0.47767157,"1"
"11357",13981.46,5231.9,52.493,0.47767157,"1"
"11358",14203.96,5199.45,49.213,0.47767157,"1"
"11359",13016.26,5316.17,39.37,0.06664654,"1"
"1136",18849.74,182.03,22.966,1.01223141,"1"
"11360",13600.55,6144.41,42.904,0.15213932,"1"
"11361",13974.25,6269.69,42.789,0.05436827,"1"
"11362",14096.37,6237.13,42.651,0.05436827,"1"
"11363",13878.38,6616.75,42.651,0.26920395,"1"
"11364",14585.05,6471.52,38.819,0.34643751,"1"
"11365",14070.43,4512.51,52.493,0.14776378,"1"
"11366",14120.62,4279.25,55.774,0.25495639,"1"
"11367",14351.11,5328.02,45.932,0.42820306,"1"
"11368",14371.94,5428.3,45.932,0.21410153,"1"
"11369",14732.77,6479.15,40.974,0.1775724,"1"
"1137",18560.67,619.91,32.808,1.29455695,"1"
"11370",14776.8,6650.21,39.37,0.23538537,"1"
"11371",14885.78,6668.95,37.244,0.23538537,"1"
"11372",15014.61,6580.69,36.191,0.16785081,"1"
"11373",15226.87,6461.87,36.089,0.43217613,"1"
"11374",15247.59,6582.91,36.089,0.43217613,"1"
"11375",15189.02,5882.49,42.651,0.31772643,"1"
"11376",15294.5,5753.68,43.064,0.31772643,"1"
"11377",15382.3,5745.73,43.278,0.31772643,"1"
"11378",15482.32,5819.79,42.651,0.31772643,"1"
"11379",15512,5885.51,42.651,0.31772643,"1"
"1138",19024.4,305.3,24.793,0.17518988,"1"
"11380",15373.68,6193.02,39.37,0.37113385,"1"
"11381",15572.7,6606.71,37.835,0.0777879,"1"
"11382",13702.05,6376.94,42.651,0.84601541,"1"
"11383",13055.45,7863.39,35.44,0.28743466,"1"
"11384",13059.31,7937,34.278,0.28743466,"1"
"11385",13342.51,7750.74,36.089,0.16040651,"1"
"11386",13384.88,7862.41,36.089,0.16040651,"1"
"11387",13647.66,7491.01,36.916,0.27805408,"1"
"11388",13702.73,7584.53,38.753,0.27805408,"1"
"11389",13330.37,8063.6,38.802,0.0420844,"1"
"1139",19058.51,326.23,25.322,0.56442392,"1"
"11390",13364.58,8062.31,38.766,0.0420844,"1"
"11391",13392.39,8051.15,38.484,0.0420844,"1"
"11392",14106.01,6915.1,36.877,0.28370634,"1"
"11393",14027.94,7117.62,36.089,0.28370634,"1"
"11394",13976.37,7173.11,36.089,0.28370634,"1"
"11395",13952.76,7183.93,36.089,0.28370634,"1"
"11396",14344.82,7045.56,34.262,0.30303473,"1"
"11397",13930.37,7410.4,36.089,0.33364304,"1"
"11398",13650.65,8215.21,36.089,0.37750236,"1"
"11399",14263,7619.27,35.138,0.19734096,"1"
"114",3046.61,8034.53,42.615,0.2805451,"1"
"1140",18974.59,452.22,28.533,0.61839305,"1"
"11400",13917.23,8338.52,32.808,0.22543069,"1"
"11401",12834.86,9269.92,27.464,0.33515759,"1"
"11402",13112.87,9288,19.764,0.33515759,"1"
"11403",13446.89,9202.16,16.404,0.33515759,"1"
"11404",13485.54,9150.98,16.404,0.33515759,"1"
"11405",13404.9,8601.63,38.934,0.38667124,"1"
"11406",13532.98,8668.9,40.738,0.38667124,"1"
"11407",13687.08,8628.11,37.06,0.38667124,"1"
"11408",14170.2,8669.04,25.344,0.67583259,"1"
"11409",14223.93,8631.78,25.883,0.67583259,"1"
"1141",18741.41,1267.04,42.651,0.68448193,"1"
"11410",13506.07,9782.01,22.792,0.10391526,"1"
"11411",14517.8,7103.22,30.679,0.77283766,"1"
"11412",14532.13,7273.04,34.685,0.57837818,"1"
"11413",14234.88,8103.99,33.366,0.19599864,"1"
"11414",14453.07,7679.93,38.599,0.16276857,"1"
"11415",14455.15,7713.09,39.222,0.16276857,"1"
"11416",14471.87,7793.67,38.356,0.16276857,"1"
"11417",14487.71,8053.84,36.785,0.06071629,"1"
"11418",14988.24,7571.04,33.619,0.36586637,"1"
"11419",15001.47,7500.43,32.982,0.36586637,"1"
"1142",18786.89,1200.24,42.651,0.57100215,"1"
"11420",15206.37,7163.74,28.904,0.23985796,"1"
"11421",14765.06,7746.64,39.37,0.12347207,"1"
"11422",14539.63,7927.69,39.587,0.28371729,"1"
"11423",14884.65,7772.35,37.044,0.53066142,"1"
"11424",14160.64,8442.78,32.808,0.35253949,"1"
"11425",14113.57,8436.72,32.808,0.17626974,"1"
"11426",14599.7,8319.58,29.957,0.42742812,"1"
"11427",13567.25,9533.5,18.832,0.49254138,"1"
"11428",13493.71,9670.48,19.925,0.49254138,"1"
"11429",13495.85,9691.62,20.525,0.49254138,"1"
"1143",19306.29,407.98,25.21,0.69852188,"1"
"11430",14029.67,9855.19,25.781,0.04120103,"1"
"11431",13980.51,9875.71,26.247,0.04120103,"1"
"11432",13940.01,9843.83,26.247,0.04120103,"1"
"11433",13910.26,9793.42,26.247,0.04120103,"1"
"11434",13908.46,9758.8,25.968,0.04120103,"1"
"11435",14394.5,9189.95,21.352,0.12518806,"1"
"11436",14443.25,9252.84,22.949,0.12518806,"1"
"11437",14174.38,9609.99,26.247,0.12040545,"1"
"11438",14323.9,9646.78,25.623,0.12040545,"1"
"11439",14272.29,9710.64,24.469,0.12040545,"1"
"1144",17851.95,1197.06,34.465,0.0688368,"1"
"11440",14834.75,9688.21,24.108,0.22634219,"1"
"11441",10535.01,10343.19,26.247,0.8354622,"1"
"11442",10431.05,10573.29,26.247,0.36504922,"1"
"11443",10625.25,10707.52,26.247,0.74020603,"1"
"11444",10944.79,10054.77,26.247,0.28352505,"1"
"11445",10993.46,10136.96,26.247,0.28352505,"1"
"11446",11521.18,10288.06,26.247,0.34608142,"1"
"11447",11709.61,10216.82,24.629,0.34608142,"1"
"11448",11893.97,10118.97,25.013,0.34608142,"1"
"11449",12005.43,10081.97,24.839,0.34608142,"1"
"1145",17856.15,1198.53,34.501,0.1376736,"1"
"11451",11048.47,10723.71,22.966,0.58546222,"1"
"11452",11584.58,10874.85,22.966,0.16070677,"1"
"11453",11473.91,10801.84,22.966,0.12079617,"1"
"11454",10348.82,11740.42,22.966,0.26606825,"1"
"11455",10904.6,11756.86,19.685,0.14140092,"1"
"11456",9953.87,12041.31,26.063,0.48323301,"1"
"11457",10938.84,11806.92,19.685,0.48323301,"1"
"11458",10390.04,12521.27,22.592,0.29234659,"1"
"11459",10625.68,12419.64,20.84,0.17545699,"1"
"1146",18182.22,1043.14,35.033,0.55055452,"1"
"11460",10688.14,12370.02,18.714,0.17545699,"1"
"11461",10724.45,12338.13,16.522,0.17545699,"1"
"11462",10786.57,12300.9,16.404,0.17545699,"1"
"11463",10965.06,11655.51,20.174,0.14697879,"1"
"11464",10588.5,12639.12,30.072,0.32586005,"1"
"11465",10596.88,12644.63,30.427,0.32586005,"1"
"11466",10646.05,12680.92,31.053,0.32586005,"1"
"11467",10722.65,12724.63,29.518,0.32586005,"1"
"11468",10863.25,12868.08,26.427,0.32586005,"1"
"11469",10977.9,13045.29,36.037,0.32586005,"1"
"1147",18103.24,966.25,31.854,0.2065104,"1"
"11470",11100.95,13225.09,33.957,0.32586005,"1"
"11471",11141.38,13271.18,32.09,0.32586005,"1"
"11472",11196.92,13321.35,30.82,0.32586005,"1"
"11473",11245.82,13353.63,29.829,0.32586005,"1"
"11474",11796.16,10471.49,26.247,0.34599853,"1"
"11475",11513.27,11494.15,19.685,0.10905254,"1"
"11476",11573.36,11472.21,21.053,0.10905254,"1"
"11477",11624.88,11424,22.966,0.10905254,"1"
"11478",11644.42,11383.66,22.966,0.10905254,"1"
"11479",11991.91,10691.71,22.966,0.11565939,"1"
"1148",17995.04,1239.66,35.525,0.10741705,"1"
"11480",11978.11,10882.16,22.966,0.11565939,"1"
"11481",12011.76,10998.89,22.966,0.11565939,"1"
"11482",12066.99,11117.54,22.966,0.11565939,"1"
"11483",12051.61,11167.38,22.966,0.08753983,"1"
"11484",12210.86,10035.59,23.406,0.10409463,"1"
"11485",12365.14,10012.64,21.329,0.07865053,"1"
"11486",12263.89,10617.95,23.533,0.47105183,"1"
"11487",12262.98,10809.92,24.646,0.47105183,"1"
"11488",12349.47,11074.43,23.406,0.47105183,"1"
"11489",12410.87,11191.29,19.685,0.47105183,"1"
"1149",18020.76,1199.35,34.501,0.21483409,"1"
"11490",12153.75,11263.66,21.627,0.21541094,"1"
"11491",12302.97,11363.09,19.685,0,"1"
"11492",12712.17,11259.39,25.505,0,"1"
"11493",12776.37,11257.14,25.925,0,"1"
"11494",11411.47,11802.22,19.685,0.2196192,"1"
"11495",11529.63,12128.07,22.572,0.40858939,"1"
"11496",11340.16,12363.24,33.589,0.25461007,"1"
"11497",11378.59,12417.69,40.489,0.25461007,"1"
"11498",11439.26,12689,51.834,0.25461007,"1"
"11499",11520.13,12779.72,43.271,0.25461007,"1"
"115",3146.93,8110.01,41.667,0.32994052,"1"
"1150",17975.5,1278.54,36.312,0.28622019,"1"
"11500",10978.21,12500.69,27.644,0.23977195,"1"
"11501",11055.04,12553.87,31.995,0.23977195,"1"
"11502",11229.12,12790.74,46.227,0.23977195,"1"
"11503",11303.26,12939.72,43.806,0.23977195,"1"
"11504",11326.33,13042.55,38.878,0.23977195,"1"
"11505",11349.63,13094.39,35.587,0.23977195,"1"
"11506",11439.27,13165.48,29.009,0.23977195,"1"
"11507",11670.41,12174.27,29.56,0.22805836,"1"
"11508",11683.15,12206.39,31.608,0.22805836,"1"
"11509",11746.8,12320.7,38.455,0.11402918,"1"
"1151",18362.22,3140.82,43.488,0.63265793,"1"
"11510",11538.6,12964.5,27.579,0.06610582,"1"
"11511",11568.62,12897.98,30.295,0.06610582,"1"
"11512",11590.37,12862.02,30.587,0.06610582,"1"
"11513",12041.88,11448.19,19.685,0.01053641,"1"
"11514",12176.63,11405.48,19.987,0.01053641,"1"
"11515",11928.06,11985.33,24.255,0.16966376,"1"
"11516",12043.74,11943.98,22.684,0.16966376,"1"
"11517",12272.9,11853.63,20.354,0.11515001,"1"
"11518",11869.44,12647.68,27.054,0.20989271,"1"
"11519",12094.36,12564.22,22.966,0.20989271,"1"
"1152",18338.39,3196.44,42.746,0.19387884,"1"
"11520",12293.43,12492.67,23.465,0.20989271,"1"
"11521",10218.42,13562.67,32.808,0.39564735,"1"
"11522",10395.17,13708.11,32.808,0.39564735,"1"
"11523",10563.42,13871.36,29.528,0.39564735,"1"
"11524",10686.71,13998.71,29.528,0.39564735,"1"
"11525",10066.68,14006.75,32.808,0.24425305,"1"
"11526",10029.27,14217.86,35.518,0.20514062,"1"
"11527",10093.54,14198.85,33.402,0.20514062,"1"
"11528",10106.49,14186.16,32.979,0.20514062,"1"
"11529",10123.65,14172.4,32.808,0.20514062,"1"
"1153",18526.72,1017.17,39.37,0,"1"
"11530",10091.24,13788.66,32.808,0.40288446,"1"
"11531",10272.27,13915.91,32.808,0.40288446,"1"
"11532",10329.79,13964.99,32.808,0.40288446,"1"
"11533",10434.16,14061.28,32.021,0.40288446,"1"
"11534",10846.26,13265.43,29.528,0.52933414,"1"
"11535",10750.57,13169.18,30.43,0.52933414,"1"
"11536",10460.82,12912.1,26.247,0.52933414,"1"
"11537",10335.18,12804.78,27.657,0.52933414,"1"
"11538",10245.83,12729.33,29.344,0.52933414,"1"
"11539",10665.48,13502.46,32.762,0.63895618,"1"
"1154",18530.65,1074.02,39.449,0.57641949,"1"
"11540",10833.45,13726.91,28.734,0.63895618,"1"
"11541",10870.04,14174.42,29.528,0.19220959,"1"
"11542",11070.94,14188.11,29.213,0.20450213,"1"
"11543",11069.65,13985.2,29.528,0.20450213,"1"
"11544",10989.24,14276.61,32.264,0.12345688,"1"
"11545",10056.42,14828.15,36.089,0.06173603,"1"
"11546",10091.15,14714.29,36.089,0.05470417,"1"
"11547",10104.08,14704.52,36.089,0.05470417,"1"
"11548",10123.23,14685.3,36.089,0.05470417,"1"
"11549",10136.24,14661.68,36.089,0.05470417,"1"
"1155",18446.74,1198.55,39.705,0.57641949,"1"
"11550",10308.48,14447.19,32.808,0.15901426,"1"
"11551",10237.54,14513.53,32.808,0.15901426,"1"
"11552",10198.92,14561.8,33.871,0.15901426,"1"
"11553",10159.97,14619.9,35.584,0.15901426,"1"
"11554",10631.59,14398.43,31.929,0.14199058,"1"
"11555",10661.16,14429.16,31.388,0.14199058,"1"
"11556",10695.47,14464.3,31.266,0.14199058,"1"
"11557",10718.61,14492.09,31.775,0.14199058,"1"
"11558",10723.06,14497.57,31.916,0.14199058,"1"
"11559",10409.51,14780.98,32.808,0.28288649,"1"
"1156",18075.85,1344.24,36.089,0.43476678,"1"
"11560",10677.92,14561.48,32.808,0.28288649,"1"
"11561",10739.98,14536.63,32.808,0.28288649,"1"
"11562",10320.22,15116.79,36.089,0.45794755,"1"
"11563",10341.92,15032.38,36.089,0.45794755,"1"
"11564",9842.52,16231.82,37.362,0.79226232,"1"
"11565",10300.75,16109,39.35,0.79226232,"1"
"11566",10399.64,15999.81,39.334,0.79226232,"1"
"11567",11305.12,13499.99,29.528,0.14726609,"1"
"11568",11423.62,13273.96,26.247,0.18435581,"1"
"11569",11416.6,13874.26,29.196,0.05876821,"1"
"1157",18552.09,1047.9,39.646,0.39191708,"1"
"11570",11454.67,13943.65,27.201,0.29809912,"1"
"11571",12644.93,12787.58,27.051,0.40065993,"1"
"11572",11512.61,13902.4,26.247,0,"1"
"11573",11226.22,14784.79,26.247,0.53743004,"1"
"11574",11337.92,14693.52,26.512,0.53743004,"1"
"11575",11378.75,14653.64,26.247,0.53743004,"1"
"11576",11449.91,14539.95,27.871,0.53743004,"1"
"11577",11506.69,14267.74,26.247,0.53743004,"1"
"11578",12556.86,10137.4,19.685,0.20464104,"1"
"11579",12538.18,10056.44,19.685,0.20464104,"1"
"1158",18596.94,1108.95,41.23,0.16544111,"1"
"11580",12673.12,10450.5,22.966,0.08010218,"1"
"11581",12714.07,10385.49,22.966,0.08010218,"1"
"11582",13051.82,10395.47,22.966,0.10911102,"1"
"11583",12825.66,10323.36,22.966,0.10911102,"1"
"11584",12763.37,10335.45,22.966,0.10911102,"1"
"11585",12982.92,10086.6,22.457,0.1261605,"1"
"11586",13025.72,10047.83,22.966,0.1261605,"1"
"11587",13051.83,9981.29,22.32,0.1261605,"1"
"11588",13058.34,9967.48,22.192,0.1261605,"1"
"11589",12762.91,10904.09,24.386,0.05170772,"1"
"1159",18402.43,2328.32,37.326,0.27646094,"1"
"11590",12775.4,10990.12,25.089,0.05170772,"1"
"11591",12703.02,10941.33,22.966,0.05170772,"1"
"11592",13120.38,10833.3,23.068,0.33337126,"1"
"11593",13110.37,11169.48,22.894,0.30567935,"1"
"11594",13329.8,10006.29,22.966,0.69891273,"1"
"11595",13285.92,10212.99,22.966,0.34945636,"1"
"11596",13619.13,10292.54,22.966,0.34571978,"1"
"11597",13591.78,10208.99,22.966,0.34571978,"1"
"11598",13522.11,10005.75,23.018,0.34571978,"1"
"11599",13395.68,10532.99,22.966,0.37582315,"1"
"116",3274.64,8202.36,40.328,0.24575676,"1"
"1160",18475.15,2366.2,37.828,0.22355497,"1"
"11600",13487.96,10874.03,23.228,0.10515978,"1"
"11601",13565.26,10831.41,22.966,0.10515978,"1"
"11602",13650.48,10888.65,21.962,0.10515978,"1"
"11603",13682.46,10941.62,20.374,0.10515978,"1"
"11604",12733.73,11676.59,18.99,0.06142315,"1"
"11605",12737.95,11673.69,18.894,0.06142315,"1"
"11606",12519.45,11761.54,19.685,0.05747459,"1"
"11607",12459.99,12124.08,22.966,0.16041753,"1"
"11608",12489.42,12183.96,22.966,0.16041753,"1"
"11609",12510.82,12223.04,22.966,0.16041753,"1"
"1161",18568.57,1624.63,42.651,0.93416406,"1"
"11610",12523.61,12245.32,22.966,0.16041753,"1"
"11611",12540.56,12275.64,22.966,0.16041753,"1"
"11612",12561.69,12312.17,22.966,0.16041753,"1"
"11613",12877.25,11617.53,19.337,0.18884664,"1"
"11614",12807.68,11865.63,20.604,0.30810548,"1"
"11615",12837.06,11935.35,22.365,0.30810548,"1"
"11616",12860.36,11988.28,22.966,0.30810548,"1"
"11617",12492.87,12402.18,22.966,0.11862921,"1"
"11618",12853.18,12142.34,22.966,0.07000323,"1"
"11619",13431.53,11539.3,19.685,0.35237491,"1"
"1162",18386.18,2155.93,37.448,0.55292188,"1"
"11620",13478.41,11583.96,19.685,0.35237491,"1"
"11621",12994.11,11743.03,19.685,0.14989181,"1"
"11622",13027.71,11869.59,20.673,0.14989181,"1"
"11623",13049.06,11918.15,21.909,0.14989181,"1"
"11624",13390.1,11703.02,19.685,0.17270806,"1"
"11625",13454.5,11660.35,19.685,0.17270806,"1"
"11626",13913.17,10531.45,22.966,0.23567612,"1"
"11627",13915.28,10559.15,22.966,0.23567612,"1"
"11629",14088.12,10176.39,22.966,0.09368698,"1"
"1163",19371.01,1596.58,49.213,0.3162603,"1"
"11630",14045.97,10078.93,22.966,0.09368698,"1"
"11631",13934.32,10154.89,22.966,0.12355556,"1"
"11632",13981.2,10199.56,22.966,0.12355556,"1"
"11633",14378.8,10646.25,19.685,0.08456316,"1"
"11634",14375.25,10510,19.938,0.08456316,"1"
"11635",14324.25,10447.09,21.67,0.08456316,"1"
"11636",13798.83,10760.04,22.966,0.15318985,"1"
"11637",13874.33,10623.07,22.966,0.15318985,"1"
"11638",13970.61,11063.94,19.685,0.26585457,"1"
"11639",14073.71,10958.8,19.685,0.27741408,"1"
"1164",19042.25,1447.77,47.241,0.63252061,"1"
"11640",14377.99,9940.28,25.207,0.15587289,"1"
"11641",14411.26,10134.96,22.966,0.15120717,"1"
"11642",14553.8,9873.01,26.247,0.07338662,"1"
"11643",14596.64,9827.31,26.247,0.07338662,"1"
"11644",14737.12,9994.83,21.486,0.19484111,"1"
"11645",14651.22,10076.37,20.794,0.19484111,"1"
"11646",14567.16,10650.07,19.685,0.27844119,"1"
"11647",14417.31,10682.5,19.685,0.27844119,"1"
"11648",14303.36,10770.84,19.685,0.27844119,"1"
"11649",14589.01,11003.17,19.685,0.53505725,"1"
"1165",19360.25,1169.95,39.843,0.69553266,"1"
"11650",14830.99,10931.84,19.685,0.53505725,"1"
"11652",13783.94,11645.17,21.447,0.30576051,"1"
"11653",13245.89,12317.97,27.362,0.3364637,"1"
"11654",13359.82,12232.54,26.568,0.3364637,"1"
"11655",13589.1,12118.16,27.516,0.3364637,"1"
"11656",13685.54,12057.42,26.539,0.3364637,"1"
"11657",13812.11,11967.69,23.894,0.3364637,"1"
"11658",13690.28,12413.35,42.516,0.63096225,"1"
"11659",13597.95,12494.87,42.635,0.63096225,"1"
"1166",19400.94,1164.69,39.495,1.03185289,"1"
"11660",13274.31,12647.41,30.492,0.63096225,"1"
"11661",13137.85,12580.1,26.247,0.63096225,"1"
"11662",14246.95,11832.44,32.434,0.21843784,"1"
"11663",14328.86,11704.97,27.021,0.21843784,"1"
"11664",14476.88,11643.03,21.601,0.14252256,"1"
"11665",14570.02,11801.94,35.02,0.17330236,"1"
"11666",14600.05,11793.7,33.586,0.08665118,"1"
"11667",13882.86,14166.45,49.213,0,"1"
"11668",13037.3,15271.28,49.213,0.28890189,"1"
"11669",12908.44,15848.78,59.692,0.78913473,"1"
"1167",19396.75,1609.09,49.213,0.28187123,"1"
"11670",12887.26,15822.45,59.062,0.78913473,"1"
"11671",13303.62,13261.73,40.043,0.09893841,"1"
"11672",13174,13051.28,30.63,0.04946921,"1"
"11673",14736.54,13193.56,52.493,1.18559505,"1"
"11674",14768.45,13259.29,52.493,1.18559505,"1"
"11675",14923.42,13499,55.774,0.30288693,"1"
"11676",15648.77,6357.19,40.906,0.17296518,"1"
"11677",15645.61,6547.32,39.354,0.17296518,"1"
"11678",16076.5,5922.86,39.37,0.46821594,"1"
"11679",16144.73,5959.26,39.918,0.46821594,"1"
"1168",19294.46,1932.42,45.932,1.38994742,"1"
"11680",15993.93,6642.27,36.26,0.37770743,"1"
"11681",16549.34,6354.66,38.402,0.5540168,"1"
"11682",16567.77,6543.44,36.201,0.5540168,"1"
"11683",15303.59,6944.55,29.491,0.44040841,"1"
"11684",15429.6,6977.22,29.856,0.44040841,"1"
"11685",15179.54,7377.44,30.033,0.40092373,"1"
"11686",15174.85,7476.14,31.224,0.40092373,"1"
"11687",15184.37,7711.14,36.089,0.40092373,"1"
"11688",15173.05,7848.79,36.089,0.40092373,"1"
"11689",15176.91,7920.93,36.089,0.40092373,"1"
"1169",18406.63,2385.17,38.468,0.30587328,"1"
"11690",15286.19,7874.1,35.374,0.20393702,"1"
"11691",15296.36,8032.61,33.028,0.20393702,"1"
"11692",15483.41,7790.55,33.684,0.23476924,"1"
"11693",15634.46,7975.97,32.808,0.23476924,"1"
"11694",15661.87,8046.77,32.808,0.23476924,"1"
"11695",16054.08,7472.03,25.276,0.51796018,"1"
"11696",16193.19,7463.24,25.568,0.51796018,"1"
"11697",16412.42,6777.64,33.599,0.1376258,"1"
"11698",16267.08,6742.33,34.482,0.1376258,"1"
"11699",16181.45,6765.59,33.881,0.1376258,"1"
"117",3205.85,8805.31,45.932,0.28130531,"1"
"1170",18382.75,2451.71,39.37,0.61174656,"1"
"11700",16267.8,7053.42,30.889,0.09851739,"1"
"11701",16363.83,7080.49,29.341,0.09851739,"1"
"11702",16464.41,7094.82,29.226,0.09851739,"1"
"11703",16674.05,7111.15,32.454,0,"1"
"11704",16418.26,7360.15,25.003,0.09058317,"1"
"11705",16428.99,7344.91,25.039,0.09058317,"1"
"11706",16519.76,7129.7,29.738,0.09058317,"1"
"11707",15910.69,7902.27,29.528,0.28955854,"1"
"11708",15518.38,8554.97,32.631,0.28497973,"1"
"11709",15575.97,8588.4,32.365,0.28497973,"1"
"1171",18677.31,2539.51,41.056,0.39952781,"1"
"11710",15599.56,8581.6,32.051,0.28497973,"1"
"11711",15711.37,8418.21,29.718,0.28497973,"1"
"11712",15829.8,8277.09,35.305,0.28497973,"1"
"11713",15936.84,8231.71,32.808,0.28497973,"1"
"11714",16065.58,8161.3,30.151,0.28497973,"1"
"11715",16160.18,8078.71,29.232,0.28497973,"1"
"11716",14917.53,9845.62,26.247,0.11503788,"1"
"11717",14911.47,9765.08,26.05,0.11503788,"1"
