"id","x","y","z","demand","pattern"
"1014",9035.02,15574.94,42.651,0.13914801,"1"
"10140",44611.05,30681.82,11.033,0.347449,"1"
"10141",44619.89,30982.04,5.981,0.27463338,"1"
"10142",44612.6,30749.95,9.413,0.11317109,"1"
"10143",44699.11,30943.54,4.531,0.04596679,"1"
"10144",44904.81,28375.46,6.562,0.31343895,"1"
"10145",44907.75,27889.15,6.562,0.61425203,"1"
"10146",44934.81,28371.27,6.562,0,"1"
"10147",44943.22,28371.32,6.562,0.4726343,"1"
"10148",44944.68,28500.65,6.562,0.11593725,"1"
"10149",44569.68,28669.24,9.843,0.26631523,"1"
"1015",9051.79,13331.06,39.37,0.24350185,"1"
"10150",44959,28632.97,6.562,0.33157303,"1"
"10151",45165.76,28351.9,6.562,0.1975017,"1"
"10152",44979.66,28367.53,6.562,0.33101657,"1"
"10153",45152.61,28071.32,6.562,0.62809973,"1"
"10154",45177.3,28204.8,6.562,0.31404987,"1"
"10155",45191.27,28349.51,6.562,0.05562138,"1"
"10156",45289.65,28340.27,6.562,0.10824705,"1"
"10157",45199.95,28349.56,6.562,0.04725593,"1"
"10158",45001.61,28628.86,6.562,0.16495633,"1"
"10159",45435.11,28328.76,6.562,0.47474217,"1"
"1016",9316.26,13479.45,39.37,0.48700371,"1"
"10160",45400.91,28331.1,6.562,0.16923817,"1"
"10161",45456.68,28327.44,6.562,0.09113566,"1"
"10162",45683.15,28308.05,6.562,0.24815524,"1"
"10163",45484.43,28326.15,6.562,0.18227133,"1"
"10164",45941.86,28284.48,4.416,0.31403916,"1"
"10165",45450.59,28594.06,6.562,0.34556367,"1"
"10166",45514.74,28592.99,6.562,0.52617101,"1"
"10167",44880.2,29621.91,6.562,0.33833094,"1"
"10168",44864.4,29778.82,6.562,0.33833094,"1"
"10169",44859.81,29796.64,6.562,0.08780118,"1"
"1017",8820.39,13427.26,41.043,0.41728273,"1"
"10170",44885.56,29799.71,6.562,0.19620509,"1"
"10171",44800.53,30428.69,9.892,0.25900885,"1"
"10172",44781.21,30102.17,9.843,0.17560237,"1"
"10173",44629.7,30422.19,12.782,0.34241533,"1"
"10174",44877.55,30430.61,9.843,0.8910542,"1"
"10175",44834.7,30430.35,9.843,0,"1"
"10176",44901.05,30760.07,5.919,0.56889369,"1"
"10177",44966.72,29812.59,6.562,0.39241017,"1"
"10178",46101.8,30448.97,6.562,0.83178016,"1"
"10179",45289.77,30446.95,7.608,0.64432102,"1"
"1018",9512.16,13243.93,32.831,0.29754265,"1"
"10180",45967.43,28317.79,5.551,0.00454982,"1"
"10181",46010.5,28283.44,6.562,0.10669294,"1"
"10182",46001.81,28283.39,6.365,0.02436216,"1"
"10183",45974.43,28548.79,5.541,0.52710171,"1"
"10184",45969.53,28340.02,5.823,0.00909964,"1"
"10185",46179.15,28281.56,6.562,0.29752623,"1"
"10186",45976.39,28593.24,5.948,0.07161809,"1"
"10187",45981.86,28754.29,6.562,0.07161809,"1"
"10188",46179.28,28259.33,6.562,0.00909964,"1"
"10189",46475,28505.94,6.562,0.4766679,"1"
"1019",9431.56,13518.96,33.376,0.56928092,"1"
"10190",46045.07,28539.38,6.562,0.51893277,"1"
"10191",46871.13,28044.26,6.562,0.19391472,"1"
"10192",46453.26,28212.56,6.562,0.38782944,"1"
"10193",47225.14,28149.16,6.562,0.21720151,"1"
"10194",46734.31,28383.67,6.562,0.43440303,"1"
"10195",46103.46,30175.39,4.606,0.55979404,"1"
"10196",45911.32,30172.77,6.562,0.10407145,"1"
"10197",46104.23,30417.29,6.562,0.22517826,"1"
"10198",46298.12,30178.04,6.486,0.31221435,"1"
"10199",46516.03,30181.92,3.281,0.08167002,"1"
"102",1941.72,8819.13,45.932,0.08061948,"1"
"1020",9348.93,13810.36,37.316,0.57575641,"1"
"10200",46646.55,29815.88,3.281,0.41787298,"1"
"10201",46652.7,29818.83,3.281,0.44333578,"1"
"10202",46294.22,30450.14,6.512,0.50961965,"1"
"10203",46264.25,30449.96,6.562,1.01923931,"1"
"10204",46324.18,30451.78,5.525,0.12330296,"1"
"10205",46289.86,30476.71,6.562,0.59895597,"1"
"10206",46291.68,30867.23,6.562,0.59895597,"1"
"10207",46152.76,30864.93,6.562,0.02952175,"1"
"10208",46291.67,30868.69,6.562,0.04239555,"1"
"10209",46512.13,30452.93,3.281,0.18901493,"1"
"1021",9072.18,14017.45,36.089,0.54680213,"1"
"10210",46337.07,30451.86,5.102,0.24660593,"1"
"10211",46520.98,30425.29,3.281,0,"1"
"10212",46653.29,30455.25,3.281,0.23754018,"1"
"10213",46631.72,30455.11,3.281,0.13142393,"1"
"10214",46419.95,30870.57,5.558,0.0128738,"1"
"10215",46496.69,30871.04,3.281,0.02419626,"1"
"10216",46616.57,30871.77,3.281,0.02419626,"1"
"10217",46969.85,30404.36,3.281,0.1124508,"1"
"10218",46829.28,30304.78,3.281,0.2249016,"1"
"10219",46650.9,30480.37,3.281,0.10366187,"1"
"1022",8922.82,14437.87,39.37,0.27385077,"1"
"10220",46620.77,30871.79,3.281,0.10366187,"1"
"10221",46898.93,30458.21,3.281,0.20357279,"1"
"10222",46681.02,30455.41,3.281,0.34365643,"1"
"10223",46623.02,30871.81,3.281,0,"1"
"10224",46693.29,30876.61,3.281,0,"1"
"10225",46898.93,30458.21,3.281,0,"1"
"10226",46905.15,30494.31,3.281,0.76910087,"1"
"10227",46943.07,30933.51,3.281,0.77925105,"1"
"10228",46988.83,30460.21,3.281,0.0672633,"1"
"10229",47030.62,30955.17,3.281,0.02866185,"1"
"1023",9270.89,14079.57,36.781,0.7949765,"1"
"10230",46968.69,30958.8,3.281,0.02030036,"1"
"10231",47017.23,25457.61,6.562,0.9587453,"1"
"10232",47113.94,25724.86,6.562,0.96390383,"1"
"10233",47156.48,26096.34,6.562,1.10557518,"1"
"10234",47394.17,26397.97,6.562,1.6593914,"1"
"10235",48403.58,25580.17,6.562,1.30558312,"1"
"10236",48410.11,25566,6.562,0.33441064,"1"
"10237",48388.48,25620.14,6.562,0.65900515,"1"
"10238",48345.7,25607.49,6.562,1.31801031,"1"
"10239",47931.93,26874.85,6.562,1.67498084,"1"
"1024",9207.75,14280.72,36.119,0.56359623,"1"
"10240",48385.8,26734.85,6.562,1.90564367,"1"
"10241",47891.23,26887.35,6.562,0.6507993,"1"
"10242",47589,26696.42,6.562,1.56187417,"1"
"10243",47760.1,27346.27,6.562,0.75868766,"1"
"10244",46463.66,27885.85,6.562,1.51737532,"1"
"10245",47931.06,27015.46,6.562,0.39675935,"1"
"10246",48492.61,28126.37,6.562,2.06333193,"1"
"10247",48450,28131.57,6.562,0.0257476,"1"
"10248",48541.92,28125.21,6.562,0.21445533,"1"
"10249",49091,27130.83,6.562,0.48892405,"1"
"1025",9539.87,13251.35,31.818,0,"1"
"10250",49176.21,26807.51,6.562,0.78800263,"1"
"10251",49032.8,27209.88,6.562,0.01820285,"1"
"10252",49060.96,27140.48,6.562,0.0364057,"1"
"10253",48745.59,28033.58,6.562,1.96171079,"1"
"10254",48732.65,28041.88,6.562,0.13897223,"1"
"10255",48831.14,28015.9,6.562,0.00926752,"1"
"10256",48751.86,28016.86,6.562,0.01853503,"1"
"10257",48938.53,27909.46,6.562,0.02797042,"1"
"10258",49030.39,27914.4,6.562,2.55811253,"1"
"10259",49049.7,27917.07,6.562,0.0128738,"1"
"1026",9546.3,13253.93,31.581,0,"1"
"10260",49785.04,26169.42,6.562,0.62770752,"1"
"10261",49783.2,26148.64,6.562,0.26137065,"1"
"10262",49745.16,25734.21,6.562,0.57827369,"1"
"10263",49759.78,25771.82,6.562,0.22940933,"1"
"10264",49328.01,26138.89,6.562,0.41117911,"1"
"10265",49362.23,25770.8,6.562,0.82235821,"1"
"10266",49501.95,27000.05,6.562,1.04708735,"1"
"10267",49566.43,26633.62,6.562,0.536326,"1"
"10268",49880.8,26267.28,6.562,0.4577184,"1"
"10269",50176.5,26829.04,6.562,0.53771477,"1"
"1027",9571.77,13262.42,30.755,0,"1"
"10270",50142.89,26737.39,6.562,0.38600015,"1"
"10271",49127.23,27115.75,6.562,0.15343977,"1"
"10272",49859.84,26888.26,6.562,1.03379627,"1"
"10273",49396.64,28840.88,6.148,1.99306274,"1"
"10274",49336.59,27506.12,6.562,1.81186678,"1"
"10275",49703.68,28613.29,4.177,0.60635287,"1"
"10276",49660.91,27565.33,4.177,0.99990938,"1"
"10277",50005.23,26843.27,6.562,0.1027326,"1"
"10278",49861.49,27297.01,3.281,0.62880721,"1"
"10279",49891.52,27288.81,3.281,0.24572019,"1"
"1028",9550.58,13238.65,31.729,0,"1"
"10280",49893.3,27316.51,3.281,0.18197837,"1"
"10281",50545.88,27877.96,6.562,0.39239459,"1"
"10282",50537.61,27857.14,6.562,0.6894294,"1"
"10283",49900.86,27811.26,3.648,1.28802431,"1"
"10284",49900.99,27790.5,3.281,0.36395675,"1"
"10285",49944.81,27277.85,3.281,0.23373533,"1"
"10286",49927.02,28421.61,3.753,1.12483113,"1"
"10287",50187.34,27828.35,3.281,0.15907539,"1"
"10288",50187.06,27872.79,3.281,0.03199342,"1"
"10289",50236.35,27830.12,3.281,0.02042862,"1"
"1029",9685.08,13308.84,28.573,0.24523747,"1"
"10290",50154.87,28227.05,4.134,0.39016886,"1"
"10291",50191.49,28193.76,3.281,0.07572667,"1"
"10292",50415.1,27960.56,4.111,0.01021431,"1"
"10293",50429.76,27991.25,4.091,0.40788651,"1"
"10294",50464.38,27964.87,5.217,0,"1"
"10295",50556.61,27910.08,6.562,0.3269345,"1"
"10296",47403.55,28337.86,6.562,0.28471711,"1"
"10297",47487.05,28288.47,6.562,0.33833094,"1"
"10298",47471.47,28771.78,6.562,0.54978778,"1"
"10299",47387.84,28432.12,6.562,0.23110328,"1"
"103",2496.71,9551.18,45.932,0.63895314,"1"
"1030",9615.08,13596.3,32.136,0.25916364,"1"
"10300",47595.56,28728.1,6.562,1.43744338,"1"
"10301",47531.13,29137.53,4.875,0.67666188,"1"
"10302",47657.39,29103.7,5.758,1.28026147,"1"
"10303",47572.41,29394.97,3.281,0.43697607,"1"
"10304",47521.74,29616.88,3.281,0.08053757,"1"
"10305",47524.03,29609.97,3.281,0.09161393,"1"
"10306",47519.5,29616.86,3.281,0.06946121,"1"
"10307",47577.06,28273.72,6.562,0.54565468,"1"
"10308",48188.82,28191.15,6.562,0.7143725,"1"
"10309",48351.1,28541.14,6.562,1.62170547,"1"
"1031",9601.94,13708.8,34.977,0.38250344,"1"
"10310",48327.94,28164.33,6.562,0.18581342,"1"
"10311",48327.92,28167.24,6.562,0.23820393,"1"
"10312",48341.3,28086.45,6.562,0.30413972,"1"
"10313",48352.54,28307.64,6.562,0.08613407,"1"
"10314",48349.67,28454.8,6.562,0.18426209,"1"
"10315",48350.64,28614.73,6.562,0.05816365,"1"
"10316",47683.5,29367.97,3.281,0.98743913,"1"
"10317",47519.45,29625.24,3.281,0,"1"
"10318",48374.46,28930.35,6.562,1.43588166,"1"
"10319",48434.55,29225.07,4.718,1.04870545,"1"
"1032",9986.21,12925.2,27.175,0.10400708,"1"
"10320",47121.43,30077.43,3.281,0.41834223,"1"
"10321",47012.21,30118.29,3.281,0.02797042,"1"
"10322",47152.66,30192.74,3.281,0.43411034,"1"
"10323",47230.59,30046.04,3.281,0.27794447,"1"
"10324",47157.05,30206.97,3.281,0.24464856,"1"
"10325",47157.96,30377.83,3.281,0.12232428,"1"
"10326",47174.65,30443.14,3.281,0.20016575,"1"
"10327",47251.99,30026.87,3.281,0.20845835,"1"
"10328",47288.49,30012.88,3.281,0.10325605,"1"
"10329",47309.83,30005,3.281,0.18831282,"1"
"1033",9691.32,13292.12,28.169,0.05200354,"1"
"10330",47292.57,30032.58,3.281,0,"1"
"10331",47480.78,30356.13,3.281,0.25714388,"1"
"10332",47451.04,30364.33,3.281,0.0882714,"1"
"10333",47493.29,30417.41,3.281,0.24020292,"1"
"10334",47091.33,30463.39,3.281,0.74810601,"1"
"10335",47082.66,30461.88,3.281,0.07103745,"1"
"10336",47088.8,30876.12,3.281,0.56813609,"1"
"10337",47155.55,30451.4,3.281,0.4003315,"1"
"10338",47122.85,30896,3.281,0.03702334,"1"
"10339",47242.96,30814.77,3.281,0.07440578,"1"
"1034",9738.32,13312.01,27.772,0.19641348,"1"
"10340",47256.02,30419.96,3.281,0.0441357,"1"
"10341",47259.98,30506.32,3.281,0.09450323,"1"
"10342",47254.94,30596.63,3.281,0.14467217,"1"
"10343",47248.2,30645.04,3.281,0.05016894,"1"
"10345",47249.58,30785.3,3.281,0.08377109,"1"
"10346",47507.85,30510.39,3.281,0.17604229,"1"
"10347",47253.62,30811.92,3.281,0.34530462,"1"
"10348",47330.81,30784.71,3.281,0.44866127,"1"
"10349",47729.12,30285.53,3.281,0.07026178,"1"
"1035",9675.03,13603.5,32.297,0.19010229,"1"
"10350",47513.05,30346.49,3.281,0.14052357,"1"
"10351",47722.86,30255.98,3.281,0.06193781,"1"
"10352",47720.94,30249.05,3.281,0.12387562,"1"
"10354",47728.97,30308.84,3.281,0.04761686,"1"
"10355",47761.38,30277.35,3.281,0,"1"
"10356",47821.14,30262.42,3.281,0.47195893,"1"
"10357",47729.73,29866.97,3.281,0.69553266,"1"
"10358",47890.23,29823.51,3.281,1.14120811,"1"
"10359",47870.53,30247.42,3.281,1.44597639,"1"
"1036",9935.44,13719.82,32.808,0.29649337,"1"
"10360",47695.44,29886.43,3.281,1.44597639,"1"
"10361",47553.88,29947.85,3.281,0.45901763,"1"
"10362",47636.67,29695.54,3.281,0.79415964,"1"
"10363",47926.09,30231.01,3.281,0.20578787,"1"
"10364",47862.84,30085.99,3.281,0.41157575,"1"
"10365",47853.41,30252.78,3.281,0,"1"
"10367",47839.54,30412.62,3.281,0.47195893,"1"
"10368",47864.07,30248.84,3.281,0.40559424,"1"
"10369",47880.22,30401.58,3.281,0.40559424,"1"
"1037",9915.88,13765.63,32.808,0,"1"
"10370",47934.79,30228.15,3.281,0.16631661,"1"
"10371",48054.85,30518.13,3.281,1.28604108,"1"
"10372",47982.7,30407.67,3.281,0.33263322,"1"
"10373",47511.88,30537.01,3.281,0.07858576,"1"
"10374",47731.1,30327.07,3.281,0.09523371,"1"
"10375",47757.56,30534.15,3.281,0.17528034,"1"
"10376",47772.21,30610.74,3.281,0.12766349,"1"
"10377",48364.36,28843.95,6.562,0.07103745,"1"
"10378",48386.99,28988.71,6.562,0.11632731,"1"
"10379",48615.16,29416.71,3.281,2.22020883,"1"
"1038",9427.52,14395.76,36.089,0.73084335,"1"
"10381",48426.61,29149.97,5.253,0.03707006,"1"
"10382",48436.43,29283.73,3.927,0.14652054,"1"
"10383",48782.46,29316.47,3.284,0,"1"
"10384",48575.48,29583.31,3.281,0.23988759,"1"
"10385",48611.8,29598.83,3.281,0.57674889,"1"
"10386",48609.39,29625.04,3.281,0.72519332,"1"
"10387",48658.17,29710.23,3.281,0.57674889,"1"
"10388",48682.23,29624.04,3.281,0.42830446,"1"
"10389",48868.21,29265.27,3.281,2.07667537,"1"
"1039",9894.3,13826.73,32.808,0.11997132,"1"
"10391",48932.68,29213.22,4.865,0.38743643,"1"
"10392",47920.32,29804.39,3.281,0.47977517,"1"
"10393",48129.57,30165.6,2.52,0,"1"
"10394",48178.93,30156.07,3.241,0,"1"
"10395",48189.59,30154.67,3.281,0.45607979,"1"
"10396",48255.71,30152.53,3.281,0.51134165,"1"
"10397",48546.15,30202.78,0.951,0.45607979,"1"
"10398",48477.79,30205.27,0.879,0.40081792,"1"
"10399",48221.54,30514.79,3.087,1.11972446,"1"
"104",2453.94,9588.51,45.932,0.46341024,"1"
"1040",9885.41,13871.13,32.808,0.23994264,"1"
"10400",48221.11,30584.37,2.346,1.18686942,"1"
"10401",49469.62,28773.21,5.407,0.10312205,"1"
"10402",49845.32,28496.14,3.281,0.21279636,"1"
"10403",49497.5,28749.71,4.944,0,"1"
"10405",49518.92,28773.52,5.735,0.14988851,"1"
"10406",49119.66,29057,5.574,2.8640047,"1"
"10407",49175.39,29014.36,5.095,0.30603634,"1"
"10408",49907.86,28439.34,3.297,0.3369897,"1"
"10409",49931.25,28417.27,3.862,0.03757038,"1"
"1041",9870.22,13943.18,33.484,0.48627106,"1"
"10410",49913.74,28844.1,3.281,0.33752919,"1"
"10411",49945.88,28856.69,3.281,0.06398683,"1"
"10412",50031.31,28857.22,4.646,0.51496373,"1"
"10413",50033.45,28829.55,5.092,0.66704066,"1"
"10414",50455.19,28045.32,3.481,0.74004635,"1"
"10415",50114.45,28867.58,5.584,0.08146482,"1"
"10416",50444.27,29118.09,5.085,0.28668562,"1"
"10417",50440.07,29116.97,5,0.21743515,"1"
"10418",50562.8,27950.19,5.981,0.55850922,"1"
"10419",50364.82,28832.72,3.632,0.56622496,"1"
"1042",9863.66,13966.83,33.885,0.48834643,"1"
"10420",50418.39,28822.12,3.281,0.31093874,"1"
"10421",50615.2,28796.76,3.281,0.57343927,"1"
"10422",50638.45,28795.82,3.281,0,"1"
"10423",50586.5,28906.6,3.281,0.13871529,"1"
"10424",50600.51,29084.46,3.281,0.15615145,"1"
"10425",50627.32,29230.71,3.005,0.13394003,"1"
"10426",50599.59,29231.63,2.972,0.19978464,"1"
"10427",50613.37,29088.55,3.281,0.11212343,"1"
"10428",50623.91,29105.37,3.281,0.06809541,"1"
"10429",181.85,7734.8,52.493,0.65307939,"1"
"1043",9807.28,14158.54,36.089,0.47892754,"1"
"10430",528.45,7188.77,52.021,0.0774527,"1"
"10431",332.33,7553.3,52.493,0.15231361,"1"
"10432",409.26,7525.94,52.493,0.15231361,"1"
"10433",408.39,7729.93,52.493,0.06678272,"1"
"10434",350.04,8399.59,49.213,0.27860656,"1"
"10435",829.26,7848.66,50.072,0.17944906,"1"
"10436",773.09,8003.96,49.213,0.21596894,"1"
"10437",749.42,8030.46,49.213,0.21596894,"1"
"10438",687.23,8085.56,49.213,0.21596894,"1"
"10439",977.2,8262.02,49.213,0.25947228,"1"
"1044",9713.87,14476.13,36.089,0.30707238,"1"
"10440",215.5,8856.19,49.213,0.17275982,"1"
"10441",213.59,8778.22,49.213,0.17275982,"1"
"10442",218.32,8718.5,49.213,0.17275982,"1"
"10443",759.54,9141.91,49.213,0.46855844,"1"
"10444",582.85,8961.93,49.213,0.46855844,"1"
"10445",450.77,8840.43,49.213,0.46855844,"1"
"10446",391.27,8791.73,49.213,0.46855844,"1"
"10447",354.98,8754.05,49.213,0.46855844,"1"
"10448",320.89,8728.77,49.213,0.46855844,"1"
"10449",193,9136.95,49.213,0.67687108,"1"
"1045",9119.22,14515.28,39.364,0,"1"
"10450",308.6,9113.76,49.213,0.34392371,"1"
"10451",417.33,9187.81,49.213,0.34392371,"1"
"10452",540.78,9296.89,49.213,0.34392371,"1"
"10453",642.68,9461.24,49.213,0.34392371,"1"
"10454",478.1,9995.3,49.288,0.53436579,"1"
"10455",439.3,10021.72,49.908,0.2671829,"1"
"10456",1112.29,9189.31,45.932,0.26274888,"1"
"10457",1095.29,9165.56,45.932,0.26274888,"1"
"10458",1065.49,9119.54,45.932,0.26274888,"1"
"10459",1040.16,9077.9,45.932,0.26274888,"1"
