"name","demand","degree","strength","closeness","betweenness","eccentricity","tank_distance"
"1",0,1,141.002,1.70815176854456e-09,0,380,163
"10",0.10954816,2,98.059,1.71031536540092e-09,14996,384,167
"100",0.28301069,3,257.434,1.79764496516596e-09,33511,377,160
"1000",0.58184489,1,263.677,2.22265187675824e-09,0,312,95
"10000",0.6907725,2,520.045,2.06845200311389e-09,2424895,281,63
"10001",0.18998291,2,71.101,2.02855125576702e-09,14996,284,66
"10002",0,1,4.703,2.0199123400228e-09,0,285,67
"10003",0.08601442,4,95.504,2.02020013110204e-09,83216,284,66
"10004",0.0618897,2,190.736,2.019105847812e-09,11689,285,67
"10005",1.02417542,3,1059.67,2.04627511414904e-09,2434181,282,64
"10006",0.04549822,2,421.944,2.02180838541472e-09,98082,283,65
"10007",0.14652054,2,216.546,2.04642224575157e-09,262388,290,72
"10008",0.56741861,3,135.279,2.05110858185501e-09,789257,289,71
"10009",0.33078263,2,317.838,2.04160565643789e-09,253271,291,73
"1001",0.37430077,3,419.143,2.2352276954034e-09,2065471,309,92
"10010",1.10446112,3,528.412,2.03684861359859e-09,434009,292,74
"10011",0.54901211,2,194.85,2.03513040445475e-09,368330,293,75
"10012",0.50990909,4,798.183,2.03396247340371e-09,441627,292,74
"10013",0.67477481,3,738.779,2.0145202906073e-09,229247,292,74
"10014",0.7876637,2,405.37,2.02446093983149e-09,235036,293,75
"10015",0.8395733,2,87.598,2.04942613630776e-09,514836,288,70
"10016",0.23487743,2,174.939,2.00553901038565e-09,47598,293,75
"10017",0.12377941,2,191.051,2.01356768198839e-09,3451,285,67
"10018",0.23860348,3,460.935,2.0136999184974e-09,212588,284,66
"10019",0.08080858,2,231.773,2.01110738925249e-09,71495,286,68
"1002",0.41321835,2,155.694,2.24206561345038e-09,2070916,308,91
"10020",0.63011398,4,710.161,2.03948639576088e-09,2800402,283,65
"10021",0.20690702,2,132.952,2.03834593021309e-09,1036584,284,66
"10022",0.16161716,2,220.142,1.99949053413417e-09,57562,287,69
"10023",0.27794447,1,155.19,1.9893376751067e-09,0,289,71
"10024",0.55588894,3,420.437,1.9985904389512e-09,44668,288,70
"10025",0.21156102,2,397.696,2.02385152163869e-09,1966860,285,67
"10026",0.07858576,2,269.225,2.03581723851206e-09,1980779,284,66
"10027",0.45247789,4,156.989,2.00749507299091e-09,680784,290,72
"10028",0.32700848,2,428.431,2.00639007812468e-09,172839,291,73
"10029",0.63501764,3,802.955,2.02723473010016e-09,1035132,286,68
"1003",0.240027,2,38.574,2.28269997697634e-09,164005,305,88
"10030",0.22355497,2,266.05,2.02547156944244e-09,537595,287,69
"10031",0.11177748,2,382.19,2.01396387672203e-09,525970,288,70
"10032",0,2,185.589,2.00881978876545e-09,517208,289,71
"10033",0.67316519,4,90.873,2.00541307068095e-09,167576,295,77
"10034",0.29481934,2,85.212,2.00436483651405e-09,22568,296,78
"10035",0.16613226,2,111.326,2.00442494035959e-09,432966,292,74
"10036",0,2,55.811,2.00535588295003e-09,446555,291,73
"10037",0.55855941,3,188.601,1.99052802624209e-09,393743,295,77
"10038",0.33226451,2,162.22,1.99088142180663e-09,405821,294,76
"10039",0.5779473,2,231.239,2.00455039137652e-09,195316,291,73
"1004",0.12435487,2,24.811,2.28384487010543e-09,178308,304,87
"10040",0.25405847,2,231.009,2.03206744119423e-09,21896,293,75
"10041",0.66455101,3,696.782,2.03670758757129e-09,35205,293,75
"10044",0.56640101,2,493.822,2.01225466568516e-09,187466,293,75
"10045",0.26845699,2,287.051,1.98749206658484e-09,35708,299,81
"10046",0.09290671,2,254.482,1.99442178707601e-09,49937,298,80
"10047",0.73337838,3,583.573,1.98334477491741e-09,39542,300,82
"10048",0.02342059,1,132.889,1.97510977842218e-09,0,302,84
"10049",0.04684119,2,140.185,1.98291454109823e-09,14996,301,83
"1005",0.38874449,2,103.001,2.3114142127802e-09,2167734,301,84
"10051",0.17510884,2,243.895,2.02133056861875e-09,59972,293,75
"10052",0.35021768,2,360.07,2.0185801537584e-09,44982,294,76
"10053",0.35468561,1,163.374,1.98976596580018e-09,0,296,78
"10054",0.52979445,3,590.125,1.99951327322368e-09,29991,295,77
"10055",0.64396921,5,806.292,1.99274943341188e-09,5178297,298,80
"10056",0.33154645,6,844.212,1.99898943483049e-09,5121011,297,79
"10057",0,1,111.65,1.99284165413239e-09,0,296,78
"10058",0.39220333,2,111.377,2.00351449316506e-09,29990,296,78
"10059",0.66355652,3,560.051,1.98923828858374e-09,170111,299,81
"1006",0.63319126,2,268.185,2.30722947492973e-09,2153445,302,85
"10060",0.07189031,4,94.618,1.99322272689382e-09,200383,296,78
"10061",0.08990822,2,110.029,1.99230773162488e-09,14996,297,79
"10062",0.31590984,2,184.553,1.99637164819126e-09,182533,293,75
"10063",0.05387239,2,201.759,1.99543277204907e-09,178861,294,76
"10064",0.21068117,2,284.803,1.96235923898861e-09,14996,299,81
"10065",0.15629167,1,178.257,1.95211907657365e-09,0,300,82
"10066",0.12010146,2,258.078,1.99098763077771e-09,147069,298,80
"10067",0,2,161.691,1.99273650623786e-09,150534,297,79
"10068",0.62604654,2,580.859,1.99158925235501e-09,14996,298,80
"10069",0,2,27.447,1.99165431752436e-09,29990,297,79
"1007",0.65653351,2,32.746,2.29502855838297e-09,29990,304,87
"10070",0.05550091,2,297.352,1.98748476566724e-09,161838,299,81
"10071",0.11100182,2,132.5,1.98901120923515e-09,165162,300,82
"10072",0.49617395,1,311.684,1.96694635274912e-09,0,290,72
"10073",0.17226814,2,261.217,2.01331716497492e-09,1953287,286,68
"10074",0.74681949,3,575.423,2.00944095541537e-09,1943398,287,69
"10075",0.13268198,1,44.926,1.9823026239065e-09,0,291,73
"10076",0.26536395,2,148.126,1.98495352474863e-09,14996,290,72
"10077",0.59622756,3,321.271,1.99667248828467e-09,1865340,288,70
"10078",0.95276173,3,407.772,1.99327308831902e-09,59975,288,70
"10079",0.3270855,2,415.826,1.99378609629768e-09,33824,290,72
"1008",1.24969769,2,184.437,2.29317578397447e-09,14996,305,88
"10080",0.89910544,3,298.171,1.99080136383753e-09,1782058,290,72
"10081",0.1918104,2,109.218,1.99377435141044e-09,1794840,289,71
"10082",0.77223134,1,204.24,1.97873623207352e-09,0,291,73
"10083",0.32245866,2,182.484,1.98805840825777e-09,86294,296,78
"10084",0.64491731,2,340.127,1.9797522253423e-09,71309,297,79
"10085",0.55781847,3,136.068,1.97082598405289e-09,258464,298,80
"10086",0.78485431,2,230.877,1.97200443718476e-09,266859,297,79
"10087",0.19706787,2,210.185,1.96807852246147e-09,18631,299,81
"10088",0.39413575,2,421.257,1.95866803836352e-09,3646,300,82
"10089",0.56343725,3,671.759,1.98370629629285e-09,1727970,293,75
"1009",0.16861005,4,467.7,2.29883386339982e-09,4410907,301,84
"10090",0.40182008,1,443.246,1.95789047053357e-09,0,294,76
"10091",0.0309689,2,94.331,1.9841562381677e-09,1740756,292,74
"10092",0.06193781,2,124.407,1.98873861867428e-09,1754278,291,73
"10093",0.16161716,3,270.038,1.97214785283921e-09,1883154,294,76
"10094",0.41643953,3,249.464,1.97184351582177e-09,1766152,295,77
"10095",0.05231128,2,105.795,1.96986633791826e-09,274283,295,77
"10096",0.46535673,2,246.194,1.96025020807133e-09,784738,296,78
"10097",0.26224236,2,223.784,1.93922707066497e-09,38086,299,81
"10098",0.18335386,2,341.369,1.9474535745068e-09,52445,298,80
"10099",0.47516375,3,470.377,1.95790333215881e-09,778559,297,79
"101",0.24882945,2,396.7,1.79483492468103e-09,2989,376,159
"1010",0.06336933,2,38.851,2.29708782389814e-09,59972,302,85
"10100",0.16590129,3,174.563,1.96234470555818e-09,305331,298,80
"10101",0.10462256,2,150.402,1.96318349383903e-09,255885,297,79
"10102",0.4103302,2,544.338,1.96169934527655e-09,260441,299,81
"10103",0.24674762,2,161.495,1.95481672769106e-09,79463,299,81
"10104",0.61365809,3,230.743,1.95902662607184e-09,345106,300,82
"10105",0.33078263,2,226.162,1.96734885713911e-09,216440,299,81
"10106",0.84773961,3,903.813,1.9481446035089e-09,179456,304,86
"10107",0.07587315,2,359.085,1.95122064882148e-09,177479,303,85
"10108",0.8206604,2,569.203,1.95667503013438e-09,262963,300,82
"10109",0.57391603,3,306.932,1.96853052000854e-09,58516,298,80
"1011",0.30514695,2,101.517,2.23822710857399e-09,689615,304,87
"10110",0.62604654,1,579.765,1.95769145764317e-09,0,299,81
"10111",0.24886264,1,51.609,1.96859191234516e-09,0,301,83
"10112",0.49772528,2,169.644,1.97159573606636e-09,14996,300,82
"10113",0.82906498,3,617.152,1.97849943927375e-09,5069122,299,81
"10114",0.40182008,1,183.637,1.91455351797665e-09,0,312,94
"10115",0.53942107,2,193.122,1.92470119057371e-09,14996,311,93
"10116",0.27520198,2,141.557,1.92522817813704e-09,29990,310,92
"10117",0.54353855,3,320.726,1.96203853273411e-09,5026212,301,83
"10118",0.20401271,2,313.357,1.96625263512134e-09,5027046,300,82
"10119",0.13760099,2,17.675,1.9379930597467e-09,74960,307,89
"1012",0.15788317,2,162.084,2.24296911847308e-09,703477,303,86
"10120",0.06510323,3,73.423,1.93839039843125e-09,119924,306,88
"10121",0.13020646,2,137.141,1.93951901084108e-09,134892,305,87
"10122",0.13020646,2,232.548,1.95222384769852e-09,368215,302,84
"10123",0.27589137,3,208.341,1.948750409242e-09,353369,303,85
"10124",0.19239236,3,236.221,1.94613938313123e-09,237951,304,86
"10125",0.66971736,2,305.112,1.93578405828639e-09,14996,307,89
"10126",0.66971736,1,258.787,1.92135023662633e-09,0,308,90
"10127",0.25457827,2,281.826,1.94200010663989e-09,73158,305,87
"10128",0.46749431,3,470.426,1.93027919053254e-09,58188,306,88
"10129",0.14514074,1,144.843,1.92221991240335e-09,0,307,89
"1013",0.63840179,3,746.339,2.25708462546573e-09,733988,301,84
"10130",1.07117361,3,586.513,1.9467072495457e-09,4762865,303,85
"10131",1.23392737,2,711.587,1.94252776065744e-09,166695,304,86
"10132",0.19283936,1,257.925,1.93357488846173e-09,0,305,87
"10133",0.75285793,2,296.471,1.95847405447867e-09,4642183,302,84
"10134",0.44109818,3,376.795,1.92126063108883e-09,62383,306,88
"10135",0.42157628,2,423.801,1.93691591334888e-09,71613,305,87
"10136",0.39012887,2,298.237,1.92401167339327e-09,28541,307,89
"10137",0.09377767,2,181.093,1.94266119012974e-09,4710622,304,86
"10138",0.36092887,3,320.28,1.93541266233049e-09,4685444,306,88
"10139",0.03199342,2,134.458,1.93691646104769e-09,4696284,305,87
"1014",0.13914801,2,427.888,2.26088501895667e-09,7868,302,85
"10140",0.347449,2,305.546,1.92106530416967e-09,6060,307,89
"10141",0.27463338,3,376.09,1.90734746676768e-09,31777,308,90
"10142",0.11317109,2,253.432,1.92010643745558e-09,46746,307,89
"10143",0.04596679,2,187.74,1.90256327380290e-09,14996,309,91
"10144",0.31343895,2,267.795,1.94460345250102e-09,705232,298,80
"10145",0.61425203,2,189.075,1.91652208451107e-09,30776,302,84
"10146",0,3,168.543,1.9429258282969e-09,691671,299,81
"10147",0.4726343,3,379.405,1.94245967542401e-09,486038,300,82
"10148",0.11593725,2,263.226,1.93732545389712e-09,180103,300,82
"10149",0.26631523,2,388.991,1.95318941995933e-09,64749,300,82
"1015",0.24350185,1,302.778,2.2422031072782e-09,0,309,92
"10150",0.33157303,3,205.985,1.93274786665667e-09,215188,301,83
"10151",0.1975017,2,211.846,1.93015802398805e-09,396901,302,84
"10152",0.33101657,2,222.836,1.94043016994298e-09,411624,301,83
"10153",0.62809973,2,223.603,1.91318497157643e-09,29990,305,87
"10154",0.31404987,2,281.506,1.92067281033396e-09,44982,304,86
"10155",0.05562138,3,179.802,1.92875723690218e-09,382705,303,85
"10156",0.10824705,2,201.32,1.92336988619461e-09,293813,305,87
"10157",0.04725593,2,98.617,1.9282827477479e-09,308531,304,86
"10158",0.16495633,2,237.105,1.93036722332392e-09,196814,302,84
"10159",0.47474217,3,373.593,1.9154849745277e-09,267582,306,88
"1016",0.48700371,2,382.243,2.26526493374742e-09,14996,308,91
"10160",0.16923817,2,145.55,1.91733031580073e-09,279109,306,88
"10161",0.09113566,2,49.266,1.91430312034299e-09,222299,307,89
"10162",0.24815524,2,458.178,1.90196392903799e-09,192407,309,91
"10163",0.18227133,2,226.75,1.91278708420645e-09,207353,308,90
"10164",0.31403916,2,284.877,1.88805602134064e-09,177461,310,92
"10165",0.34556367,2,72.512,1.90566674959612e-09,151976,305,87
"10166",0.52617101,2,490.189,1.90222009105303e-09,137130,306,88
"10167",0.33833094,1,157.93,1.87998693040581e-09,0,314,96
"10168",0.33833094,2,176.356,1.88839483356226e-09,14996,313,95
"10169",0.08780118,3,309.637,1.88938057002549e-09,224756,312,94
"1017",0.41728273,2,166.498,2.23058675769767e-09,20178,309,92
"10170",0.19620509,2,107.84,1.88799892195774e-09,179820,313,95
"10171",0.25900885,3,532.195,1.92446135632787e-09,4644839,308,90
"10172",0.17560237,2,361.123,1.90648240108158e-09,269622,309,91
"10173",0.34241533,2,204.7,1.93357550180509e-09,4653560,307,89
"10174",0.8910542,3,424.708,1.92036937545212e-09,4337384,310,92
"10175",0,2,76.864,1.92264307193791e-09,4351496,309,91
"10176",0.56889369,1,330.768,1.90224966692585e-09,0,311,93
"10177",0.39241017,2,141.772,1.88363385416323e-09,164846,314,96
"10178",0.83178016,3,1003.835,1.85756687649605e-09,4280876,313,95
"10179",0.64432102,2,1170.286,1.89874475429486e-09,4293860,312,94
"1018",0.29754265,3,360.513,2.29529385288671e-09,1706268,306,89
"10180",0.00454982,2,57.023,1.88494210609029e-09,13659,310,92
"10181",0.10669294,2,176.897,1.88440789155361e-09,74960,313,95
"10182",0.02436216,2,42.751,1.88486895424723e-09,89946,312,94
"10183",0.52710171,4,327.022,1.87799775759267e-09,108789,308,90
"10184",0.00909964,2,231.493,1.88393846161492e-09,2180,309,91
"10185",0.29752623,3,315.045,1.87549638394204e-09,59975,314,96
"10186",0.07161809,2,205.938,1.8756441316709e-09,14996,309,91
"10187",0.07161809,1,161.375,1.86716901352547e-09,0,310,92
"10188",0.00909964,1,22.254,1.87432325907398e-09,0,315,97
"10189",0.4766679,2,716.322,1.85186276093821e-09,29990,311,93
"1019",0.56928092,3,622.347,2.27473372239944e-09,606921,305,88
"10190",0.51893277,2,462.463,1.87424521191099e-09,44982,310,92
"10191",0.19391472,1,449.605,1.83757233581695e-09,0,317,99
"10192",0.38782944,2,609.3,1.86062439462309e-09,14996,316,98
"10193",0.21720151,1,543.011,1.8101815404671e-09,0,313,95
"10194",0.43440303,2,829.19,1.83726334514671e-09,14996,312,94
"10195",0.55979404,3,628.104,1.84349891814685e-09,44984,315,97
"10196",0.10407145,1,191.672,1.83378208558601e-09,0,316,98
"10197",0.22517826,2,274.062,1.85592285576075e-09,59972,314,96
"10198",0.31221435,2,411.573,1.83365657401583e-09,14996,316,98
"10199",0.08167002,1,217.386,1.82276088489414e-09,0,317,99
"102",0.08061948,2,402.581,1.81634879770252e-09,549390,373,156
"1020",0.57575641,3,658.841,2.27979559661083e-09,624428,304,87
"10200",0.41787298,2,122.934,1.79817265711149e-09,29990,323,105
"10201",0.44333578,2,34.833,1.79784279780603e-09,14996,324,106
"10202",0.50961965,3,86.785,1.84806103398606e-09,4179887,315,97
"10203",1.01923931,2,191.944,1.84953532640503e-09,4192920,314,96
"10204",0.12330296,2,42.783,1.84658609419897e-09,4091882,316,98
"10205",0.59895597,2,418.059,1.84668206053939e-09,59972,316,98
"10206",0.59895597,2,392.559,1.82690338709679e-09,44982,317,99
"10207",0.02952175,1,138.608,1.81991981074796e-09,0,319,101
"10208",0.04239555,3,268.032,1.82683038611967e-09,29991,318,100
"10209",0.18901493,3,322.978,1.83739864314293e-09,4063271,318,100
"1021",0.54680213,2,255.265,2.27812685982371e-09,266432,305,88
"10210",0.24660593,2,187.473,1.84595340801111e-09,4077440,317,99
"10211",0,1,29.047,1.83592925662604e-09,0,319,101
"10212",0.23754018,3,74.444,1.83055516756059e-09,4021254,320,102
"10213",0.13142393,2,140.823,1.83159744100849e-09,4034102,319,101
"10214",0.0128738,1,127.965,1.82044858483496e-09,0,319,101
"10215",0.02419626,1,119.579,1.80372059780376e-09,0,324,106
"10216",0.02419626,2,123.77,1.80957356184953e-09,14996,323,105
"10217",0.1124508,2,231.107,1.81156134564506e-09,29990,324,106
"10218",0.2249016,2,225.075,1.80313448196656e-09,14996,325,107
"10219",0.10366187,2,418.417,1.82928701112944e-09,74960,321,103
"1022",0.27385077,2,57.153,2.29615965191844e-09,59972,302,85
"10220",0.10366187,3,399.572,1.80977935790214e-09,59976,322,104
"10221",0.20357279,2,307.071,1.81875400434838e-09,3903980,322,104
"10222",0.34365643,2,245.034,1.82921552699523e-09,3918446,321,103
"10223",0,2,72.498,1.80966960400345e-09,14996,323,105
"10224",0,1,70.263,1.80622552276348e-09,0,324,106
"10225",0,1,36.684,1.75498185938978e-09,0,333,115
"10226",0.76910087,2,478.144,1.75667782431859e-09,14996,332,114
"10227",0.77925105,2,477.437,1.77734459508042e-09,29990,331,113
"10228",0.0672633,3,242.352,1.81447137487359e-09,3890295,323,105
"10229",0.02866185,2,139.72,1.78199049300737e-09,59972,329,111
"1023",0.7949765,3,572.952,2.29354553294185e-09,783798,303,86
"10230",0.02030036,2,97.852,1.7790500660361e-09,44982,330,112
"10231",0.9587453,2,580.83,1.75228327340206e-09,104930,317,99
"10232",0.96390383,2,604.728,1.76179819529056e-09,29990,316,98
"10233",1.10557518,2,724.394,1.77919640045445e-09,29990,315,97
"10234",1.6593914,2,1045.855,1.76911841092643e-09,29990,310,92
"10235",1.30558312,3,1291.035,1.69051491764132e-09,74966,319,101
"10236",0.33441064,2,42.344,1.68984629000051e-09,29990,320,102
"10237",0.65900515,1,44.519,1.68588180570139e-09,0,321,103
"10238",1.31801031,2,108.414,1.68778141442865e-09,14996,320,102
"10239",1.67498084,3,657.236,1.74970555433297e-09,59975,318,100
"1024",0.56359623,2,368.48,2.30376489051338e-09,660249,302,85
"10240",1.90564367,2,537.543,1.72822011615966e-09,29990,319,101
"10241",0.6507993,2,235.074,1.75165702795527e-09,74960,317,99
"10242",1.56187417,2,1244.352,1.75181026175546e-09,29990,313,95
"10243",0.75868766,1,1401.538,1.73627949281608e-09,0,314,96
"10244",1.51737532,2,1433.494,1.80203987704634e-09,14996,313,95
"10245",0.39675935,1,140.817,1.74326447320149e-09,0,319,101
"10246",2.06333193,3,1390.002,1.64973752985364e-09,29991,341,123
"10247",0.0257476,1,42.823,1.6479916177599e-09,0,342,124
"10248",0.21445533,1,49.2,1.64773194080631e-09,0,342,124
"10249",0.48892405,3,379.275,1.45941627000852e-09,74966,384,166
"1025",0,2,35.543,2.29737731410886e-09,1718339,306,89
"10250",0.78800263,2,726.37,1.44880298177347e-09,14996,385,167
"10251",0.01820285,1,74.97,1.4560174901634e-09,0,387,169
"10252",0.0364057,2,101.326,1.4584047935691e-09,14996,386,168
"10253",1.96171079,3,1263.492,1.64037802135446e-09,89954,343,125
"10254",0.13897223,2,61.378,1.63975893699144e-09,14996,344,126
"10255",0.00926752,1,79.09,1.63646821024638e-09,0,347,129
"10256",0.01853503,2,82.603,1.63965061854063e-09,14996,346,128
"10257",0.02797042,1,91.755,1.62748662432681e-09,0,346,128
"10258",2.55811253,3,1258.919,1.63113932139902e-09,29991,345,127
"10259",0.0128738,1,19.449,1.63036370271332e-09,0,346,128
"1026",0,3,49.595,2.29788144731063e-09,1732643,305,88
"10260",0.62770752,3,368.597,1.50277348322976e-09,239704,377,159
"10261",0.26137065,2,255.11,1.50347962848348e-09,254660,376,158
"10262",0.57827369,3,232.129,1.51854944159679e-09,374400,373,155
"10263",0.22940933,2,246.541,1.51994274033005e-09,389246,372,154
"10264",0.41117911,1,370.197,1.4855876329865e-09,0,378,160
"10265",0.82235821,2,585.877,1.49794145792663e-09,14996,377,159
"10266",1.04708735,3,1097.508,1.47328422971202e-09,119916,381,163
"10267",0.536326,2,478.062,1.48549499518664e-09,134858,380,162
"10268",0.4577184,2,197.987,1.49815556243844e-09,44951,378,160
"10269",0.53771477,2,521.745,1.56260213627515e-09,493812,365,147
"1027",0,2,148.996,2.29978136025211e-09,26201,304,87
"10270",0.38600015,2,154.121,1.55904782094042e-09,478880,366,148
"10271",0.15343977,2,79.675,1.46066753035981e-09,89946,383,165
"10272",1.03379627,3,1088.953,1.47746971526527e-09,15014,380,162
"10273",1.99306274,3,1533.815,1.66375239339095e-09,1563764,347,129
"10274",1.81186678,1,1338.042,1.61000455825239e-09,0,348,130
"10275",0.60635287,3,1480.898,1.64818800978871e-09,1117305,350,132
"10276",0.99990938,2,1311.703,1.6066358915695e-09,29796,351,133
"10277",0.1027326,1,151.87,1.47251491997409e-09,0,381,163
"10278",0.62880721,2,118.354,1.59341072501995e-09,163,353,135
"10279",0.24572019,3,113.132,1.59226755223021e-09,30186,354,136
"1028",0,2,166.137,2.29895519796963e-09,1719654,305,88
"10280",0.18197837,2,430.207,1.59331498892557e-09,44843,355,137
"10281",0.39239459,3,175.432,1.60426744228746e-09,613363,361,143
"10282",0.6894294,2,124.31,1.60340676304382e-09,538596,362,144
"10283",1.28802431,2,632.584,1.61227573222057e-09,89677,354,136
"10284",0.36395675,2,93.288,1.61146729453148e-09,74713,355,137
"10285",0.23373533,2,175.275,1.59022480013107e-09,15264,355,137
"10286",1.12483113,3,643.939,1.63644073039458e-09,1028597,353,135
"10287",0.15907539,3,235.604,1.5987399869926e-09,75362,361,143
"10288",0.03199342,1,44.507,1.59703588232955e-09,0,362,144
"10289",0.02042862,2,74.975,1.60061353743367e-09,90314,362,144
"1029",0.24523747,4,489.509,2.308751164141e-09,461538,303,86
"10290",0.39016886,3,765.716,1.62461387245317e-09,880568,356,138
"10291",0.07572667,2,315.804,1.62267544545163e-09,865680,357,139
"10292",0.01021431,2,48.33,1.60921006016228e-09,150168,360,142
"10293",0.40788651,4,183.74,1.61052979935601e-09,837079,359,141
"10294",0,2,162.588,1.60885051159923e-09,628012,360,142
"10295",0.3269345,2,74.544,1.60296109838539e-09,45119,362,144
"10296",0.28471711,2,192.558,1.68466550288783e-09,119912,349,131
"10297",0.33833094,2,187.868,1.6805563880366e-09,104930,350,132
"10298",0.54978778,3,852.592,1.70383735477672e-09,209802,347,129
"10299",0.23110328,2,445.919,1.68874328404407e-09,134892,348,130
"103",0.63895314,3,311.062,1.85575269589324e-09,848596,368,151
"1030",0.25916364,3,469.887,2.28893269436859e-09,354475,302,85
"10300",1.43744338,2,907.822,1.69814372076585e-09,44982,348,130
"10301",0.67666188,3,762.583,1.72011595970501e-09,284642,346,128
"10302",1.28026147,2,866.451,1.71435077491794e-09,44982,347,129
"10303",0.43697607,3,529.069,1.73174890754025e-09,359432,345,127
"10304",0.08053757,3,18.201,1.74205205271738e-09,464054,342,124
"10305",0.09161393,2,74.564,1.74172182228764e-09,389246,343,125
"10306",0.06946121,2,44.636,1.74195038663951e-09,44982,343,125
"10307",0.54565468,2,706.786,1.6767144712881e-09,89946,351,133
"10308",0.7143725,3,865.666,1.65116568676338e-09,74964,352,134
"10309",1.62170547,3,936.72,1.66522268261615e-09,29991,349,131
"1031",0.38250344,2,823.057,2.28738945928953e-09,328853,301,84
"10310",0.18581342,1,141.338,1.64540733148737e-09,0,353,135
"10311",0.23820393,2,224.737,1.63850727854005e-09,14996,355,137
"10312",0.30413972,2,203.559,1.6418148902163e-09,29990,354,136
"10313",0.08613407,1,142.735,1.63278087182924e-09,0,356,138
"10314",0.18426209,1,86.482,1.66163421607797e-09,0,350,132
"10315",0.05816365,1,73.692,1.66216394692196e-09,0,350,132
"10316",0.98743913,2,876.766,1.72663628616988e-09,44982,346,128
"10317",0,2,55.321,1.74244566289492e-09,478880,341,123
"10318",1.43588166,3,882.906,1.68252240090374e-09,29991,348,130
"10319",1.04870545,3,897.094,1.69320721620141e-09,29991,347,129
"1032",0.10400708,2,106.739,2.34299621184362e-09,2219950,307,90
"10320",0.41834223,3,349.299,1.78749414261531e-09,104936,331,113
"10321",0.02797042,1,116.371,1.78193565243752e-09,0,332,114
"10322",0.43411034,2,134.513,1.793237733114e-09,119912,330,112
"10323",0.27794447,2,142.046,1.78208416098679e-09,74960,332,114
"10324",0.24464856,2,186.021,1.79395639826074e-09,134892,329,111
"10325",0.12232428,2,238.597,1.80224248064475e-09,149870,328,110
"10326",0.20016575,3,172.681,1.80553135347602e-09,3602295,327,109
"10327",0.20845835,2,67.727,1.78071825346584e-09,59972,333,115
"10328",0.10325605,3,81.851,1.77886598091722e-09,44984,334,116
"10329",0.18831282,2,29.759,1.77778955022067e-09,14996,335,117
"1033",0.05200354,3,387.357,2.30997302187007e-09,2181038,304,87
"10330",0,1,20.141,1.77791074719422e-09,0,335,117
"10331",0.25714388,3,127.009,1.79059415499502e-09,3338915,331,113
"10332",0.0882714,2,200.988,1.79203071347776e-09,3352790,330,112
"10333",0.24020292,2,156.863,1.78758915520550e-09,29990,332,114
"10334",0.74810601,3,487.287,1.80960474692479e-09,3820340,325,107
"10335",0.07103745,2,102.386,1.81002125061694e-09,3831620,324,106
"10336",0.56813609,3,618.286,1.78956423479346e-09,179855,326,108
"10337",0.4003315,2,85.942,1.80651416341227e-09,3614240,326,108
"10338",0.03702334,2,80.629,1.78767703230738e-09,89946,327,109
"10339",0.07440578,2,176.597,1.78165130519977e-09,59972,327,109
"1034",0.19641348,2,155.703,2.3046560537328e-09,72391,304,87
"10340",0.0441357,3,203.365,1.80154078008934e-09,3426167,328,110
"10341",0.09450323,2,177.16,1.7973380552457e-09,29990,329,111
"10342",0.14467217,2,139.528,1.79296112481424e-09,14996,330,112
"10343",0.05016894,1,48.944,1.79060474390586e-09,0,331,113
"10345",0.08377109,1,26.959,1.77984591636386e-09,0,329,111
"10346",0.17604229,2,121.201,1.78308511988422e-09,14996,333,115
"10347",0.34530462,3,119.652,1.781127528564e-09,44984,328,110
"10348",0.44866127,2,302.601,1.77725060217128e-09,14996,329,111
"10349",0.07026178,4,310.521,1.77865388604288e-09,3274714,333,115
"1035",0.19010229,2,106.652,2.28751094304984e-09,20681,303,86
"10350",0.14052357,2,257.603,1.78902757092811e-09,3280050,332,114
"10351",0.06193781,2,37.088,1.77726851936317e-09,2461946,334,116
"10352",0.12387562,2,9.756,1.77693494752753e-09,2447280,335,117
"10354",0.04761686,2,41.807,1.77754347033331e-09,44982,334,116
"10355",0,2,94.66,1.77709012068351e-09,732452,334,116
"10356",0.47195893,3,246.593,1.77420319834762e-09,717599,335,117
"10357",0.69553266,1,165.899,1.74133289124767e-09,0,343,125
"10358",1.14120811,3,235.462,1.74890938573719e-09,179831,342,124
"10359",1.44597639,3,465.887,1.77178797928343e-09,643064,338,120
"1036",0.29649337,4,482.472,2.29786944059209e-09,194675,306,89
"10360",1.44597639,1,401.487,1.7530870941459e-09,0,339,121
"10361",0.45901763,2,608.201,1.76110019785134e-09,2417942,337,119
"10362",0.79415964,3,403.883,1.74908621634498e-09,2407715,338,120
"10363",0.20578787,3,225.283,1.76908552914927e-09,613586,339,121
"10364",0.41157575,2,401.67,1.76169941770875e-09,209762,340,122
"10365",0,2,44.957,1.77262793367147e-09,687746,336,118
"10367",0.47195893,1,151.534,1.76707885556367e-09,0,336,118
"10368",0.40559424,3,171.743,1.77209648425913e-09,672884,337,119
"10369",0.40559424,1,153.803,1.76488302590835e-09,0,338,120
"1037",0,2,114.717,2.30017226159323e-09,188605,305,88
"10370",0.16631661,3,245.712,1.76865810024128e-09,374436,340,122
"10371",1.28604108,3,371.582,1.75382214693107e-09,44982,345,127
"10372",0.33263322,2,173.374,1.75992796878568e-09,59972,344,126
"10373",0.07858576,1,26.959,1.7818006899779e-09,0,334,116
"10374",0.09523371,2,227.428,1.77667338466405e-09,29990,335,117
