"name","demand","degree","strength","closeness","betweenness","eccentricity","tank_distance"
"3499",0.32914567,3,535.596,2.76773780998564e-09,85303,247,66
"35",0.42329452,2,197.133,1.75253050683709e-09,44982,381,164
"350",0.42819012,3,640.408,1.84938905555018e-09,105199,342,125
"3500",0.06562419,1,50.391,2.76196122811258e-09,0,248,67
"3501",0.28877099,3,418.115,2.78235970122641e-09,104829,246,67
"3502",0.04543685,1,50.155,2.7765492705296e-09,0,247,68
"3503",0.44622887,3,1755.181,2.82797205054519e-09,1453274,217,44
"3504",0,4,597.426,2.81333415199496e-09,1494790,218,45
"3505",0.26457891,2,202.363,2.78676999668815e-09,14996,232,59
"3506",0.13063888,1,70.122,2.77862743286383e-09,0,233,60
"3507",0.37534951,3,365.26,2.79469964069775e-09,1187002,227,54
"3508",0.21497573,2,183.5,2.79317475587021e-09,1172219,228,55
"3509",0.16064797,3,191.456,2.81017399288624e-09,1356576,219,46
"351",0.17976708,2,192.327,1.84906151593161e-09,60149,344,127
"3510",0.32129595,2,137.488,2.80136983705963e-09,89740,220,47
"3511",0.21442735,2,146,2.79862160407847e-09,1171621,226,53
"3512",0.19211894,3,356.006,2.79973380080504e-09,1243191,230,57
"3513",0.16926216,2,242.856,2.79140057894207e-09,53825,229,56
"3514",0.19184475,3,311.026,2.80883373331408e-09,1272354,220,47
"3515",0,1,75.234,2.80443280070362e-09,0,219,46
"3516",0,1,114.807,1.80799829547073e-09,0,345,128
"3517",0.93668357,2,859.594,1.80482735256224e-09,3050,343,126
"3518",0.60346976,3,739.374,1.81167688355781e-09,18301,342,125
"3519",0.48128569,2,107.481,1.82307580175126e-09,29990,345,128
"352",0.60624853,3,439.691,1.85352926269019e-09,209081,345,128
"3520",0.57408822,2,112.554,1.8209816877353e-09,14996,346,129
"3521",0.19424158,2,134.313,1.8263409051202e-09,44982,344,127
"3522",0.54388536,3,857.499,1.8297924787752e-09,89009,343,126
"3523",0.74054035,3,926.389,1.81624350784008e-09,11355,341,124
"3524",0.48430097,2,449.47,1.85000532742198e-09,103601,344,127
"3525",0.61696912,2,595.7,1.83187009625878e-09,10251,342,125
"3526",0.37295526,3,293.334,1.86350353962399e-09,252958,343,126
"3527",0.58406081,3,402.851,1.84851843552525e-09,66916,340,123
"3528",0.0817931,2,227.888,1.85326028980245e-09,79399,341,124
"3529",0.52824425,3,689.006,1.82301870611618e-09,32606,340,123
"353",0.73117482,3,1130.515,1.87472799780809e-09,415480,343,126
"3530",0.34164888,2,268.589,1.82222673023117e-09,2518,341,124
"3531",0.65346515,3,750.462,1.82359311235866e-09,17069,342,125
"3532",0.44254877,3,393.232,1.82328260074286e-09,45251,338,121
"3533",0.29689029,2,221.967,1.81814717528436e-09,15657,339,122
"3534",0.418971,2,221.32,1.84728840576721e-09,13754,339,122
"3535",0.38020458,2,183.378,1.89353685606201e-09,59972,336,119
"3536",0.3685826,2,223.779,1.85058181647459e-09,28462,338,121
"3537",0.51994235,2,544.33,1.84221466564322e-09,39363,339,122
"3538",0.32674226,2,327.475,1.83665766398044e-09,30414,341,124
"3539",0.10742714,1,116.965,1.81747023877362e-09,0,339,122
"354",0.9726358,2,965.919,1.83237903761922e-09,87515,344,127
"3540",0.78466857,3,975.966,1.8317067156839e-09,59925,337,120
"3541",0.41014648,3,544.54,1.84821307255008e-09,133963,337,120
"3542",0.39008387,2,606.606,1.86811096308404e-09,148408,336,119
"3543",0.10346684,2,300.957,1.8363595169305e-09,84,338,121
"3544",0.54625866,2,772.742,1.86378686178986e-09,74705,336,119
"3545",0.38010877,1,193.506,1.83216170578063e-09,0,341,124
"3546",0.38010877,2,215.808,1.84195463462303e-09,14996,340,123
"3547",0.87155224,3,1203.977,1.8794310605072e-09,92586,334,117
"3548",0.53512162,2,541.397,1.8960349424654e-09,20732,333,116
"3549",0.36127099,4,702.594,1.89790664946963e-09,739645,332,115
"355",0.45109246,2,185.851,1.8561179611414e-09,59972,345,128
"3550",0.40419539,4,1173.953,1.91801713338349e-09,808094,331,114
"3551",0.25997118,2,158.26,1.89160226230907e-09,128269,333,116
"3552",0.77841683,3,653.72,1.88879427897303e-09,551132,333,116
"3553",0.19504193,2,224.114,1.87948752182962e-09,163304,335,118
"3554",0,2,175.726,1.87983464749993e-09,178206,334,117
"3555",0.45354441,3,276.92,1.87101696400608e-09,328825,335,118
"3556",0.41714583,2,336.757,1.87220194792149e-09,343232,334,117
"3557",0.58771893,2,523.313,1.91218405091376e-09,7038,333,116
"3558",0.38538049,2,220.313,1.89379664069222e-09,29990,333,116
"3559",0.0934365,2,143.133,1.91634370895746e-09,19209,332,115
"356",0.25840221,2,17.627,1.85588869384888e-09,44982,346,129
"3560",0.44539502,2,437.325,1.90242712514826e-09,16136,332,115
"3561",0.38364754,3,485.692,1.84308987220621e-09,44980,339,122
"3562",0.28948507,2,289.746,1.85063815828066e-09,59954,338,121
"3563",0.64777612,3,357.807,1.86499982378778e-09,224762,336,119
"3564",0.47781001,2,615.237,1.82716015578964e-09,15,340,123
"3565",0.28839419,2,104.497,1.82789803615529e-09,29986,343,126
"3566",0.09897836,2,138.696,1.83002249511758e-09,44970,342,125
"3567",0.82292767,2,348.803,1.93743039125682e-09,14996,329,112
"3568",0.59449873,3,655.322,1.94945680195796e-09,948656,327,110
"3569",0.26955927,2,88.06,1.9455908070247e-09,845210,328,111
"357",0.63023742,3,591.066,1.8655328626012e-09,298478,344,127
"3570",0.22641176,2,233.633,1.9640830903535e-09,73354,327,110
"3571",0.35041278,4,774.356,1.96684084161483e-09,1196016,326,109
"3572",0.55763127,3,453.892,1.93386372746442e-09,75456,328,111
"3573",0.26749247,2,128.666,1.92745918292487e-09,44982,329,112
"3574",0.45934017,2,279.589,1.88865215874994e-09,893,334,117
"3575",0.47328532,2,354.025,1.89359310540929e-09,15320,334,117
"3576",0.47263562,3,409.767,1.93100062759207e-09,88770,330,113
"3577",0.13173926,2,201.32,1.92728821395608e-09,385,330,113
"3578",0.17741766,2,349.734,1.97659015931818e-09,1208521,325,108
"3579",0.34024666,2,256.249,1.94085747457063e-09,103370,329,112
"358",0.55343914,2,993.097,1.90546584563262e-09,341665,351,134
"3580",0.1976638,2,267.598,1.98660289870651e-09,1222984,324,107
"3581",0.80472838,1,298.72,2.00235605127844e-09,0,318,101
"3582",0.52008622,3,681.207,2.01627739452946e-09,32582,321,104
"3583",0.21533517,2,272.595,2.02037667119334e-09,4111,320,103
"3584",0.46571895,2,40.059,2.03421865421012e-09,88805,318,101
"3585",0.44206742,2,56.872,2.0324115154668e-09,73825,319,102
"3586",0,1,504.036,1.87837165464247e-09,0,307,90
"3587",0.04109953,3,2105.556,1.90542432997202e-09,15009,306,89
"3588",0.15213932,2,281.212,2.01482514668208e-09,1399349,319,102
"3589",1.66253422,4,1311.862,2.04413690529813e-09,1684456,316,99
"359",0.27868459,3,344.252,1.85405848889032e-09,30786,346,129
"3590",0.55864968,3,105.394,2.02282716878913e-09,168822,319,102
"3591",0.73391476,2,241.75,2.0242305294095e-09,183642,318,101
"3592",0.90373625,3,770.383,2.05612802363604e-09,1690140,315,98
"3593",0.16804942,2,84.134,2.02023069326215e-09,134892,320,103
"3594",0.38276984,2,232.077,2.02281302875189e-09,44431,321,104
"3595",1.36174317,4,1132.675,2.0677935716483e-09,1861478,314,97
"3596",0.63023742,1,370.552,2.03290113678008e-09,0,316,99
"3597",1.66132743,3,1220.451,2.10379131717372e-09,1769622,315,98
"3598",0.24468524,2,449.193,2.0705637942298e-09,163682,313,96
"3599",0.48937049,2,486.172,2.04352315635885e-09,148708,314,97
"36",0.53436579,2,293.404,1.75112006048866e-09,29990,382,165
"360",0.22657765,2,208.171,1.85759309309373e-09,45396,347,130
"3600",1.40191893,3,1433.713,2.07128709983504e-09,129366,313,96
"3601",0.108779,3,85.809,2.07200190750344e-09,312478,312,95
"3602",0.1631685,2,78.932,2.07504682519877e-09,320300,311,94
"3603",0.37472952,1,211.48,2.02072121461488e-09,0,309,92
"3604",0.48661118,3,323.705,2.03375437182674e-09,57644,308,91
"3605",0.53588355,3,245.254,2.04020592576715e-09,90577,307,90
"3606",0.17407463,2,165.063,2.04472268136055e-09,105537,306,89
"3607",0.18736476,1,236.095,2.01869933136027e-09,0,310,93
"3608",0.54854899,3,492.481,2.03323117177727e-09,27672,309,92
"3609",0.67640712,1,308.842,2.00142019901839e-09,0,309,92
"3610",1.18721457,3,812.055,2.02014567015603e-09,21248,308,91
"3611",1.48025565,3,833.013,2.02919754777e-09,38552,307,90
"3612",1.83069794,3,1079.585,2.05054604922119e-09,126742,305,88
"3613",1.11305091,3,637.316,2.08104944507339e-09,206154,306,89
"3614",1.33318667,3,1098.838,2.04723572145367e-09,74276,304,87
"3615",0.68772959,2,508.296,2.0359429265065e-09,3131,307,90
"3616",0.76765832,3,641.72,2.03643668242321e-09,47445,306,89
"3617",0.18544692,2,175.322,2.041463495293e-09,59298,305,88
"3618",0.16899018,2,205.758,2.10920152788453e-09,1783213,316,99
"3619",1.58787953,2,1374.395,2.13315293256863e-09,4148,314,97
"362",1.87321704,1,136.778,1.84703439844764e-09,0,347,130
"3620",0.27986373,2,249.111,2.11632922643517e-09,1796900,317,100
"3621",0.39073728,2,646.949,2.12456816637238e-09,1810678,318,101
"3622",0.584361,3,638.999,2.07668583780706e-09,548098,310,93
"3623",0.11632731,2,338.012,2.07589822731325e-09,321032,309,92
"3624",0.05816365,2,204.215,2.07696211372313e-09,329392,308,91
"3625",0,2,434.769,2.08329229540841e-09,337763,307,90
"3626",0.66858251,2,615.395,2.15096621527278e-09,478634,311,94
"3627",0.94361569,2,922.18,2.11675980091747e-09,464991,312,95
"3628",0.19664332,4,695.253,2.09297684296538e-09,500841,306,89
"3629",0.1942027,2,317.715,2.09216039260819e-09,146789,305,88
"363",0.26639291,2,107.716,1.86817574155703e-09,74889,349,132
"3630",0.51645897,3,690.684,2.10439691850007e-09,278336,307,90
"3631",0.37192119,2,286.456,2.14190475722055e-09,17829,313,96
"3632",0.60894063,3,1102.874,2.20387183114739e-09,662172,306,89
"3633",0.39354934,2,571.523,2.16944948072371e-09,533537,307,90
"3634",0.31820535,3,192.103,2.11077252004303e-09,310061,309,92
"3635",0.10003617,2,126.957,2.11364197260699e-09,301679,310,93
"3636",0.25802098,2,165.144,2.10831609991819e-09,277725,308,91
"3637",0.11858535,2,120.273,2.1168358924047e-09,319112,311,94
"3638",0.13713453,2,121.177,2.12095883585541e-09,330220,310,93
"3639",0.43498191,3,322.929,2.12280674512005e-09,372125,309,92
"364",0.30620817,2,240.484,1.87021013765433e-09,89651,349,132
"3640",0.57413244,3,407.06,2.13820398285258e-09,422995,308,91
"3641",0.42591892,3,550.524,2.11413361669895e-09,405784,303,86
"3642",0.27835353,2,196.914,2.10515797901608e-09,50481,304,87
"3643",0.13109554,2,183.31,2.08519289066317e-09,220979,307,90
"3644",0.11918362,2,175.574,2.07494769578604e-09,49747,307,90
"3645",0.15161805,1,121.928,2.0454324270318e-09,0,311,94
"3646",0.3032361,2,162.062,2.05311092781832e-09,14996,310,93
"3647",0.3884054,2,348.909,2.08539113234646e-09,143749,304,87
"3648",0.27276705,3,238.666,2.06783927802154e-09,79141,307,90
"3649",0.12311437,2,186.379,2.0712995504927e-09,74860,306,89
"365",0.32744067,3,253.341,1.90164688274898e-09,75622,341,124
"3650",1.04108695,2,503.349,2.07839513981749e-09,83018,303,86
"3651",0.12120662,3,1512.887,1.99558660720394e-09,59948,304,87
"3652",0.04549822,1,348.239,1.97500442153176e-09,0,305,88
"3653",0.57883086,3,558.355,2.10259389927348e-09,333534,302,85
"3654",0.51270588,2,254.502,2.0964486032722e-09,23912,303,86
"3655",0.95861025,3,298.217,2.07878405196814e-09,204435,302,85
"3656",0.70389289,4,1761.658,2.09365739669814e-09,383967,301,84
"3657",0,2,1418.873,2.10218023302293e-09,92468,300,83
"3658",1.02849171,1,458.242,2.00129107731402e-09,0,308,91
"3659",0,2,783.048,1.9112641355485e-09,26,306,89
"366",0.26950084,2,241.092,1.89680621457979e-09,60056,342,125
"3660",0.08219906,2,1583.327,1.96958135632896e-09,29976,305,88
"3661",0.59324005,4,296.867,1.93972805050685e-09,104939,304,87
"3662",1.18648011,2,1669.322,1.94333820356449e-09,119884,303,86
"3663",0,1,601.594,1.9043855416779e-09,0,306,89
"3664",0,2,638.013,1.9376756248008e-09,14996,305,88
"3665",0,2,512.342,1.92911374183921e-09,15012,305,88
"3666",0,2,66.535,1.9393218846292e-09,29990,305,88
"3667",0.03460887,2,750.817,2.03967941322946e-09,74929,303,86
"3668",0,2,34.04,2.04142522647345e-09,89915,302,85
"3669",0.59324005,4,154.586,2.04180383569613e-09,389438,301,84
"367",0.4143157,3,557.655,1.88337828275907e-09,119430,347,130
"3670",0,2,147.061,2.0364473208857e-09,119912,302,85
"3671",0.17465641,3,1342.024,2.00208570402208e-09,89948,304,87
"3672",0.04270179,2,562.466,2.03266034067218e-09,104930,303,86
"3673",0.13195462,3,1178.904,1.95244875122274e-09,14998,307,90
"3674",0.13303611,2,1368.258,1.93321505377495e-09,3,306,89
"3675",0.13087313,2,635.929,1.95272278902896e-09,29986,306,89
"3676",0.34072921,2,292.715,2.14606921944939e-09,433315,307,90
"3677",0.45241073,2,503.995,2.23591203836946e-09,675756,305,88
"3678",0.51581049,3,160.835,2.1578116201125e-09,531941,305,88
"3679",0.41057115,2,222.895,2.16045028619619e-09,542101,304,87
"368",0.25292235,2,295.584,1.89001344583144e-09,133956,346,129
"3680",0.27641134,2,100.928,2.12006706003611e-09,18797,310,93
"3681",0.35111773,2,139.369,2.13618790679069e-09,30986,307,90
"3682",0.39322971,3,503.49,2.13160532690864e-09,504410,303,86
"3683",0.67248034,3,783.932,2.14576714847404e-09,546635,302,85
"3684",0.52201182,3,400.249,2.1827672629534e-09,626998,302,85
"3685",0.32713439,2,205.641,2.17598072718129e-09,44982,303,86
"3686",0.30631811,2,212.193,2.19208327413715e-09,638223,301,84
"3687",1.05452581,3,1211.75,2.16023958540929e-09,575036,301,84
"3688",0.28032063,2,488.839,2.13207440136375e-09,766,302,85
"3689",0.64919608,2,595.965,2.1969554868305e-09,588491,300,83
"369",0.50301408,3,638.468,1.89933261170443e-09,178603,344,127
"3690",0.16879038,2,285.839,2.12507829543198e-09,419002,304,87
"3691",0.01312561,3,2243.996,2.11166487330858e-09,431884,299,82
"3692",0.42598327,3,329.819,2.20611852045858e-09,708886,299,82
"3693",0.12428674,2,190.331,2.19708839717695e-09,31095,300,83
"3694",0.42136169,2,103.132,2.2103440437453e-09,719792,298,81
"3695",0.26186827,4,576.779,2.19921764602449e-09,687819,299,82
"3696",0.42758941,2,346.807,2.21605168833979e-09,662676,298,81
"3697",0.06214337,2,252.817,2.19498994470016e-09,1964,300,83
"3698",0,2,383.057,2.18289938452912e-09,92628,300,83
"3699",0,2,159.217,2.18808703789175e-09,89338,301,84
"37",0.15643832,2,39.755,1.77950602791326e-09,263644,379,162
"370",0.24640826,1,222.6,1.88736636840122e-09,0,345,128
"3700",0.11935717,2,119.51,2.19067495001078e-09,105636,301,84
"3701",0,2,66.259,2.18835607455632e-09,97488,302,85
"3702",0.11935717,2,136.318,2.2175587115473e-09,178989,297,80
"3703",0.23871434,2,558.359,2.21241286311461e-09,170794,298,81
"3704",0.21068084,2,328.695,2.23281719203156e-09,747209,296,79
"3705",0.40178108,3,202.264,2.23552204497993e-09,1466233,295,78
"3706",0.37597276,2,351.33,2.24404619301439e-09,1478745,294,77
"3707",0.02625121,2,1299.26,2.16112833720368e-09,354896,298,81
"3708",0.01312561,3,338.295,2.22442553126632e-09,577066,295,78
"3709",0,2,169.741,2.21789466801317e-09,187188,296,79
"371",0.15717152,2,175.327,1.90621552735812e-09,89597,342,125
"3710",0,2,168.446,2.23103579826497e-09,571725,294,77
"3711",0,2,1084.393,2.04248183313507e-09,404190,300,83
"3712",0,1,363.321,1.93189790323284e-09,0,308,91
"3713",0,3,489.203,2.25228474373653e-09,784276,290,73
"3714",0,2,952.032,2.2707790987295e-09,772441,289,72
"3715",0.14194338,1,54.842,2.27331725993499e-09,0,303,86
"3716",0.28388675,2,225.026,2.27757541557989e-09,14996,302,85
"3717",0,2,66.503,2.29358156106340e-09,275771,300,83
"3718",0.26938132,2,250.876,2.29585588533301e-09,289985,299,82
"3719",0.30803179,2,246.252,2.31255055031915e-09,304243,298,81
"372",0.26028929,2,468.468,1.9216289721758e-09,193453,343,126
"3720",0.25802978,3,190.779,2.31452101704362e-09,376331,297,80
"3721",0.23595665,2,152.869,2.32431188588225e-09,390558,296,79
"3722",0.67291334,2,610.485,2.31157748741038e-09,43238,298,81
"3723",0.14194338,3,237.707,2.29088955659331e-09,262396,301,84
"3724",1.09374265,2,571.508,2.28855287537115e-09,219034,301,84
"3725",1.52709548,3,795.161,2.24988629614554e-09,211738,300,83
"3726",0,2,230.921,2.24290249113445e-09,168157,291,74
"3727",0.56075464,3,327.943,2.23497894156224e-09,153283,292,75
"3728",1.33133602,3,738.66,2.17168255237065e-09,15153,296,79
"3729",0.54339353,2,716.568,2.20022678791425e-09,29960,295,78
"373",0.26941016,3,171.664,1.92761838514499e-09,401631,340,123
"3730",0.57811575,2,119.771,2.22888809605067e-09,63733,293,76
"3731",0.34893636,1,103.299,2.16440130679705e-09,0,297,80
"3732",1.0856148,3,485.86,2.17441484707022e-09,19389,296,79
"3733",0.6677613,3,556.27,2.20585767644527e-09,116897,301,84
"3734",0.87798309,2,380.403,2.19038811336479e-09,29990,302,85
"3735",0.20594507,2,115.36,2.17791164455767e-09,18815,297,80
"3736",0.24018209,2,102.846,2.17995679336679e-09,32548,298,81
"3737",0.21735741,2,375.035,2.2245488198307e-09,128801,302,85
"3738",0.58663142,3,278.466,2.23128365533045e-09,156998,303,86
"3739",0.04261614,2,151.679,2.23368105805433e-09,170208,303,86
"374",0.12135951,2,78.221,1.9302202513957e-09,416348,339,122
"3740",0.45664465,1,145.307,2.22048759992775e-09,0,304,87
"3741",0.14058413,2,1164.38,2.32053103341959e-09,786180,288,71
"3742",0.28116827,2,636.215,2.35661518365688e-09,800013,287,70
"3743",0.03315469,2,81.262,2.32626921399159e-09,404851,295,78
"3744",0.76794723,3,206.827,2.33527404084141e-09,535650,293,76
"3745",0.32082529,2,293.336,2.33785907604885e-09,550221,292,75
"3746",0.27848096,2,263.63,2.35925005159576e-09,564983,291,74
"3747",0.23613664,2,47.51,2.35947147724983e-09,579881,290,73
"3748",0.21212659,2,86.379,2.36319695959036e-09,594780,289,72
"3749",0.71552765,3,390.523,2.36665859481787e-09,624623,288,71
"375",0.64632053,2,524.005,1.87837307993109e-09,343473,340,123
"3750",1.55295245,2,808.082,2.36411123409498e-09,20,289,72
"3751",0.62146937,3,575.237,2.39353824626213e-09,727692,287,70
"3752",0.67291334,2,611.632,2.26908375972714e-09,29204,299,82
"3753",0.3483942,2,280.846,2.25771578530745e-09,6213,299,82
"3754",0.29127446,3,234.098,2.26634250620479e-09,20137,298,81
"3755",0.85103643,3,409.713,2.28005174077091e-09,60389,293,76
"3756",1.18191448,2,607.73,2.2895668288286e-09,72667,294,77
"3757",0.24899763,2,115.737,2.26655432673989e-09,4264,297,80
"3758",0.09959905,2,95.324,2.26954954856083e-09,18102,296,79
"3759",1.63421723,2,811.242,2.39049541906141e-09,73295,288,71
"376",0.51316325,3,831.618,1.88734821597486e-09,359951,339,122
"3760",0.22874893,2,222.526,2.39879810378686e-09,134524,287,70
"3761",2.04910079,3,1091.962,2.30357127395568e-09,30010,290,73
"3762",2.05820043,3,1099.242,2.32634019774764e-09,58925,289,72
"3763",0.71836553,3,273.369,2.3933473634126e-09,119646,288,71
"3764",0.38476209,2,243.41,2.38967487160362e-09,74739,289,72
"3765",1.17901729,3,1038.266,2.34063965895275e-09,347,290,73
"3766",1.19690057,2,630.848,2.37916562669915e-09,15033,289,72
"3767",0.42055933,2,294.322,2.2931477481863e-09,1550,292,75
"3768",0.21027967,2,138.711,2.30045666222789e-09,15766,291,74
"3769",0.60128817,2,297.608,2.32440404177503e-09,44375,290,73
"377",0.45708943,3,545.914,1.89778750499057e-09,1303528,338,121
"3770",0.19834305,2,116.596,2.24318576051486e-09,197832,301,84
"3771",0.76952418,2,308.919,2.37265615501017e-09,59785,290,73
"3772",0.16595342,2,135.44,2.33053847202138e-09,14996,292,75
"3773",0.07928286,1,93.925,2.32291336532862e-09,0,293,76
"3774",0.73315629,3,677.395,2.33392430547811e-09,30058,291,74
"3775",1.24919877,3,920.935,2.72194819961924e-09,15855202,244,47
"3776",0.41192696,2,254.94,2.72192242167825e-09,15850042,243,46
"3777",0.40859273,2,215.017,2.69760307779276e-09,102179,247,50
"3778",0.6087271,2,352.785,2.69789420831689e-09,104341,246,49
"3779",0.42180227,2,434.116,2.71428743381395e-09,1666254,245,48
"378",0.68868408,3,602.036,1.9154267251535e-09,1343489,337,120
"3780",0.13142393,3,208.273,2.71389152985987e-09,1738831,244,47
"3781",0.41570111,2,751.53,2.71381574397907e-09,1710948,243,46
"3782",0.20768268,2,260.448,2.71075365954751e-09,85494,245,48
"3783",0.83140222,2,932.981,2.72170502992307e-09,1713463,242,45
"3784",0.75436779,3,547.952,2.73274666098965e-09,17571680,241,44
"3785",0.67733337,2,450.833,2.72251827250725e-09,15850210,242,45
"3786",0,2,633.653,2.73310761196764e-09,17569516,240,43
"3787",0,2,1199.196,2.7357076312934e-09,17570216,239,42
"3788",0.41536537,2,330.413,2.69605838320571e-09,74234,246,49
"3789",0,2,1071.337,2.7925872874924e-09,17579396,236,39
"379",0.52035474,2,472.242,1.90875746445635e-09,2011,340,123
"3790",0,2,244.668,2.79702368931628e-09,17583705,235,38
"3792",0,1,59.349,2.79391595894187e-09,0,235,38
"3793",1.15828575,3,576.9,2.59915899436288e-09,54663,238,45
"3794",0.69715853,1,182.416,2.58080937186911e-09,0,239,46
"3795",0.46493203,2,277.494,2.60969662748618e-09,67199,238,44
"3796",0.50782269,3,1173.61,2.83634777802015e-09,17631464,232,35
"3797",0,2,967.405,2.82613142160851e-09,17596973,233,36
"3798",0.69963309,2,1263.334,2.73580202935347e-09,29990,233,36
"3799",0,3,614.757,2.83802375752806e-09,17630992,231,34
"38",0.26274888,2,89.295,1.77918172120446e-09,248788,380,163
"380",0.28559696,2,66.113,1.89673945717903e-09,918881,339,122
"3800",0,1,28.041,2.83464090546579e-09,0,232,35
"3801",0.17267995,4,340.914,2.86085519971729e-09,17726447,229,32
"3802",0,2,560.237,2.86017194855728e-09,17630936,230,33
"3803",0.1918104,1,146.172,2.67595207396265e-09,0,235,38
"3804",0.3836208,2,545.215,2.69174094994758e-09,14996,234,37
"3805",0.17267995,1,180.239,2.70274763140315e-09,0,232,35
"3806",0.34535991,2,1122.888,2.72263692813221e-09,14996,231,34
"3807",0.03021233,2,100.558,2.86660474110878e-09,13701624,230,33
"3808",0,3,97.842,2.86981595351158e-09,14879294,229,32
"3809",0,3,870.06,2.87570604662665e-09,14820472,227,30
"381",0.06881463,2,236.356,1.88144487642403e-09,430310,342,125
"3810",0,2,147.203,2.86787773262623e-09,44982,228,31
"3811",0,2,80.908,2.87211532936761e-09,14764027,228,31
"3812",0.26972467,3,341.803,2.84069948933916e-09,1304186,231,34
"3813",0.19595849,2,104.713,2.50204028570377e-09,74960,238,52
"3814",0.39191698,2,148.092,2.496256152347e-09,59972,239,53
"3815",0.45875536,2,144.867,2.51678399572266e-09,209762,236,50
"3816",0.32992664,3,538.524,2.50607371133044e-09,194834,237,51
"3817",0.97113464,3,566.899,2.47061846788193e-09,89955,238,52
"3818",0.7926001,2,269.393,2.43311547754171e-09,14996,240,54
"3819",0.60973873,2,416.107,2.45427165365411e-09,29990,239,53
"382",0.51552514,4,676.897,1.87250886407278e-09,394787,345,128
"3820",0.48773074,1,33.109,2.43017970363343e-09,0,241,55
"3821",0,1,147.283,2.55419393193588e-09,0,221,49
"3822",0.03795422,3,726.226,2.56868474415506e-09,13076361,220,48
"3823",0.22832232,2,279.768,2.20741422843342e-09,29990,224,51
"3824",0.29955647,2,107.569,2.20386916979748e-09,14996,225,52
"3825",0.35711596,3,1099.474,2.22443150922755e-09,246056,223,50
"3826",0.08526756,2,210.06,2.45166494538099e-09,29990,219,52
"3827",0.17053511,2,297.35,2.43656917761469e-09,14996,220,53
"3828",0.04841605,3,703.357,2.46034184279899e-09,74964,217,50
"3829",0,2,95.958,2.4554122878065e-09,44982,218,51
"383",0.4408814,2,243.621,1.86379595260473e-09,44982,346,129
"3830",0,1,39.29,2.4567804550398e-09,0,218,51
"3832",0.12466152,3,1461.293,2.48133543349031e-09,13094298,215,48
"3833",0.10207067,3,1870.345,2.51691584709324e-09,13053540,216,49
"3834",1.30701384,3,910.471,2.45540309033905e-09,245024,217,50
"3835",1.30701384,1,857.014,2.38028993492223e-09,0,218,51
"3836",0.13163373,3,1325.915,2.45741844008842e-09,14580474,214,47
"3837",0,2,290.042,2.45898192831871e-09,259466,216,49
"3838",0.83467696,3,259.03,2.45426267678376e-09,215768,218,51
"3839",0.76489435,1,222.574,2.43432158850754e-09,0,219,52
"384",0.27260738,3,406.293,1.88720127456049e-09,891817,341,124
"3840",0.69112156,3,1299.578,2.30589139838196e-09,334613,219,50
"3841",0.60403661,2,476.946,2.27876191014252e-09,29990,220,51
"3842",0.22650743,2,410.876,2.28336524423564e-09,280359,220,51
"3843",0.5626388,2,947.73,2.34976963849322e-09,344999,218,49
"3844",0.23744716,2,845.649,2.25148648196325e-09,255092,222,51
"3845",0.92891737,3,1176.096,2.19535467238775e-09,182977,225,48
"3846",0.31969659,2,472.013,2.19731016192163e-09,192032,224,49
"3847",0.3854105,1,348.548,2.34806968983127e-09,0,218,49
"3848",0.6667299,3,774.137,2.37724550807012e-09,374908,217,48
"3849",0.15263368,3,1485.311,2.41552261753824e-09,14422762,215,46
"385",0.34608761,2,181.062,1.89428956824e-09,904163,340,123
"3850",0,2,446.227,2.38540993012808e-09,389818,216,47
"3852",0.61746336,1,554.45,2.32728314611265e-09,0,217,46
"3853",0.91908072,3,2005.441,2.37320531120887e-09,14010927,216,45
"3854",0.90550464,3,858.156,2.54019624875254e-09,52759,233,43
"3855",0.4531451,2,264.682,2.53275764826923e-09,7827,234,44
"3856",1.03950576,3,177.385,2.62123702195242e-09,359415,229,43
"3857",0.5947433,2,486.858,2.61774124182603e-09,299540,230,44
"3858",1.09348821,2,278.352,2.60897006681834e-09,29990,230,44
"3859",0.760377,2,566.126,2.52798602657695e-09,4980,235,45
"386",0.19912715,2,221.335,1.87867328634573e-09,434188,342,125
"3860",0.64434685,2,300.024,2.52670199839026e-09,14996,234,44
"3861",0.63633252,2,340.051,2.62609809686071e-09,82672,231,41
"3862",1.02074922,2,860.307,2.60361738033389e-09,67700,232,42
"3863",0.76798661,2,307.336,2.62701125634298e-09,82167,237,43
"3864",1.00072617,3,537.434,2.70041853249122e-09,157032,233,39
"3865",0.63952767,1,270.16,2.67119497066232e-09,0,234,40
"3866",0.28619897,3,711.378,2.65544370530226e-09,13444304,227,41
"3867",0.39078002,2,328.805,2.62367074053251e-09,374300,228,42
"3868",0.77613015,3,543.277,2.63859288155933e-09,127607,230,40
"3869",0.41422067,1,183.171,2.60910733900445e-09,0,232,42
"387",0.08990822,2,182.36,1.86816668026983e-09,264038,344,127
"3870",0.82844133,2,285.621,2.62794121648805e-09,14996,231,41
"3871",0.31744906,3,1182.151,2.67240764769498e-09,13494095,229,39
"3872",0,2,260.828,2.66848905656628e-09,13375864,228,40
"3873",0.9954447,2,186.882,2.47016932449122e-09,29990,239,53
"3874",0.02225383,2,406.076,2.58209397374483e-09,13081221,221,47
"3875",0.26350243,1,24.647,2.45904384513084e-09,0,220,59
