"chain_id","vertex_name"
474,"1105"
474,"11194"
474,"11195"
474,"11196"
475,"11051"
475,"11050"
476,"899"
476,"11052"
477,"11053"
477,"901"
478,"793"
478,"902"
478,"11054"
479,"11059"
479,"11058"
479,"11057"
479,"11056"
479,"11055"
480,"1107"
480,"1106"
481,"11064"
481,"11063"
481,"11062"
481,"11061"
481,"11060"
482,"906"
482,"11065"
483,"11067"
483,"11066"
484,"11069"
484,"11068"
485,"11070"
485,"922"
486,"11072"
486,"11071"
487,"11073"
487,"926"
488,"11075"
488,"11074"
489,"939"
489,"11076"
490,"11077"
490,"940"
491,"11078"
491,"944"
491,"943"
491,"942"
492,"11081"
492,"11080"
493,"948"
493,"11082"
494,"960"
494,"959"
494,"11088"
494,"11087"
494,"11086"
494,"11085"
494,"11084"
494,"11083"
495,"11092"
495,"11091"
495,"11090"
495,"11089"
496,"1109"
496,"11197"
496,"1106"
496,"1107"
497,"11095"
497,"958"
497,"957"
497,"11094"
497,"11093"
498,"965"
498,"11096"
499,"11097"
499,"969"
500,"914"
500,"11099"
500,"11098"
501,"973"
501,"11100"
502,"11105"
502,"11104"
502,"11103"
502,"11102"
502,"11101"
503,"11107"
503,"979"
504,"11108"
504,"984"
505,"11113"
505,"11112"
505,"11111"
505,"11110"
505,"11109"
506,"11119"
506,"11118"
506,"11117"
506,"11116"
506,"11115"
506,"11114"
507,"1112"
508,"988"
508,"987"
508,"11123"
508,"11122"
508,"11121"
508,"11120"
509,"11128"
509,"1004"
509,"1003"
509,"11127"
509,"11126"
509,"11125"
509,"11124"
510,"1113"
510,"11199"
510,"1117"
510,"1118"
511,"1114"
511,"11200"
512,"1116"
512,"11202"
512,"1360"
513,"10534"
513,"10533"
513,"10532"
513,"112"
514,"1121"
514,"11203"
515,"11204"
515,"1123"
516,"11209"
516,"11208"
516,"11207"
516,"11206"
517,"11215"
517,"11214"
517,"11213"
517,"11212"
517,"11211"
517,"11210"
518,"11218"
518,"11217"
518,"11216"
519,"11222"
519,"11221"
519,"11220"
520,"11223"
520,"1137"
521,"11226"
521,"11225"
521,"11224"
522,"11230"
522,"11229"
522,"11228"
522,"11227"
523,"11232"
523,"1149"
523,"1148"
524,"11233"
524,"1152"
525,"1156"
525,"11235"
526,"11236"
526,"1162"
527,"11237"
527,"1164"
527,"1163"
528,"11239"
528,"11238"
529,"1173"
529,"11240"
530,"1185"
530,"11242"
531,"1172"
531,"1186"
531,"11243"
532,"1180"
532,"11245"
532,"11244"
533,"11250"
533,"11249"
533,"11248"
533,"11247"
533,"11246"
534,"11252"
534,"11251"
535,"1203"
535,"11254"
536,"11256"
536,"1204"
537,"11257"
537,"1208"
538,"11260"
538,"11259"
539,"11264"
539,"11263"
539,"11262"
539,"11261"
540,"11266"
540,"1218"
541,"11269"
541,"11268"
542,"11209"
542,"11208"
542,"11207"
542,"11206"
542,"1127"
543,"11273"
543,"11272"
543,"11271"
544,"11276"
544,"11275"
545,"11277"
545,"1232"
546,"1242"
546,"11279"
547,"11215"
547,"11214"
547,"11213"
547,"11212"
547,"11211"
547,"11210"
547,"1128"
548,"11280"
548,"1244"
549,"11288"
549,"11287"
549,"11286"
549,"11285"
549,"11284"
549,"11283"
549,"11282"
550,"11290"
550,"11289"
551,"11293"
551,"11292"
551,"11291"
552,"11295"
552,"11294"
553,"11297"
553,"11296"
554,"1266"
554,"11298"
555,"686"
555,"1271"
555,"11299"
556,"11218"
556,"11217"
556,"11216"
556,"1130"
557,"1272"
557,"11300"
558,"11302"
558,"11301"
559,"11304"
559,"1280"
560,"1323"
560,"1322"
560,"11308"
560,"11307"
560,"11306"
561,"11309"
561,"1294"
562,"1295"
562,"1298"
562,"1299"
562,"11311"
563,"1301"
563,"11312"
564,"11314"
564,"11313"
565,"11317"
565,"11316"
566,"11318"
566,"1314"
567,"11320"
567,"1320"
568,"11323"
568,"11322"
569,"11324"
569,"1331"
570,"1332"
570,"11325"
571,"11330"
571,"11329"
571,"11328"
571,"11327"
572,"1340"
572,"11331"
573,"1345"
573,"11332"
574,"1350"
574,"1349"
574,"11334"
574,"11333"
575,"1353"
575,"11335"
576,"11337"
576,"11336"
577,"11340"
577,"11339"
578,"11345"
578,"11344"
578,"11343"
578,"11342"
578,"11341"
579,"11346"
579,"1359"
580,"11352"
580,"11351"
580,"11350"
580,"11349"
580,"11348"
581,"11222"
581,"11221"
581,"11220"
581,"1135"
582,"11353"
582,"1369"
583,"11355"
583,"11354"
584,"11358"
584,"11357"
584,"11356"
585,"1385"
585,"11360"
586,"11362"
586,"11361"
587,"11363"
587,"1394"
587,"1393"
588,"1397"
588,"11364"
589,"11367"
589,"1407"
590,"1414"
590,"11369"
591,"11371"
591,"11370"
592,"1417"
592,"11372"
593,"11374"
593,"11373"
594,"11379"
594,"11378"
594,"11377"
594,"11376"
594,"11375"
595,"1138"
596,"1425"
596,"11381"
597,"1386"
597,"11382"
598,"11384"
598,"11383"
599,"11386"
599,"11385"
600,"11388"
600,"11387"
601,"11391"
601,"11390"
601,"11389"
602,"1444"
602,"11395"
602,"11394"
602,"11393"
602,"11392"
603,"1450"
603,"1447"
603,"1448"
603,"11396"
604,"1451"
604,"11397"
605,"1458"
605,"1456"
605,"1457"
605,"11399"
606,"113"
606,"10535"
606,"114"
607,"11226"
607,"11225"
607,"11224"
607,"1140"
608,"11404"
608,"11403"
608,"11402"
608,"11401"
609,"1464"
609,"11407"
609,"11406"
609,"11405"
610,"11409"
610,"11408"
611,"1472"
611,"11410"
612,"11411"
612,"1480"
612,"1479"
613,"1482"
613,"11412"
614,"11413"
614,"1485"
615,"11416"
615,"11415"
615,"11414"
616,"1492"
616,"11417"
617,"11419"
617,"11418"
618,"11230"
618,"11229"
618,"11228"
618,"11227"
618,"1142"
619,"1502"
619,"11420"
620,"11421"
620,"1504"
621,"1505"
621,"11422"
622,"11423"
622,"1509"
622,"1508"
623,"11424"
623,"1513"
624,"1515"
624,"11426"
625,"11429"
625,"11428"
625,"11427"
626,"11434"
626,"11433"
626,"11432"
626,"11431"
626,"11430"
627,"11436"
627,"11435"
628,"11439"
628,"11438"
628,"11437"
629,"1538"
629,"1539"
629,"11440"
630,"1540"
630,"11441"
631,"1541"
631,"11442"
632,"11443"
632,"1550"
632,"1549"
633,"11445"
633,"11444"
634,"11449"
634,"11448"
634,"11447"
634,"11446"
635,"1145"
636,"11451"
636,"1558"
636,"1557"
637,"1562"
637,"11452"
638,"11453"
638,"1564"
638,"1563"
638,"11452"
638,"1562"
639,"11454"
639,"1567"
640,"1570"
640,"11455"
641,"11457"
641,"11456"
642,"1572"
642,"11458"
643,"11462"
643,"11461"
643,"11460"
643,"11459"
644,"11463"
644,"1577"
644,"1576"
644,"11455"
644,"1570"
645,"11473"
645,"11472"
645,"11471"
645,"11470"
645,"11469"
645,"11468"
645,"11467"
645,"11466"
645,"11465"
645,"11464"
646,"1147"
647,"1581"
647,"11474"
648,"11478"
648,"11477"
648,"11476"
648,"11475"
649,"11482"
649,"11481"
649,"11480"
649,"11479"
650,"1589"
650,"11483"
651,"1590"
651,"11484"
652,"1592"
652,"11485"
653,"11489"
653,"11488"
653,"11487"
653,"11486"
654,"1599"
654,"11490"
655,"1601"
655,"11491"
656,"11493"
656,"11492"
657,"1606"
657,"11494"
658,"1609"
658,"11495"
659,"11499"
659,"11498"
659,"11497"
659,"11496"
660,"11506"
660,"11505"
660,"11504"
660,"11503"
660,"11502"
660,"11501"
660,"11500"
661,"11508"
661,"11507"
662,"11512"
662,"11511"
662,"11510"
663,"11514"
663,"11513"
664,"11516"
664,"11515"
665,"1621"
665,"11517"
666,"11520"
666,"11519"
666,"11518"
667,"11524"
667,"11523"
667,"11522"
667,"11521"
668,"1628"
668,"11525"
669,"11529"
669,"11528"
669,"11527"
669,"11526"
670,"1153"
671,"11533"
671,"11532"
671,"11531"
671,"11530"
672,"11538"
672,"11537"
672,"11536"
672,"11535"
672,"11534"
673,"11540"
673,"11539"
674,"1154"
675,"11541"
675,"1646"
676,"11543"
676,"11542"
677,"11544"
677,"1649"
678,"11549"
678,"11548"
678,"11547"
678,"11546"
679,"11553"
679,"11552"
679,"11551"
679,"11550"
680,"11558"
680,"11557"
680,"11556"
680,"11555"
680,"11554"
681,"11561"
681,"11560"
681,"11559"
682,"1655"
682,"1654"
682,"11563"
682,"11562"
683,"11566"
683,"11565"
683,"11564"
684,"1674"
684,"11567"
685,"11568"
685,"1676"
686,"11569"
686,"1677"
686,"1673"
687,"11572"
687,"1682"
687,"1678"
687,"1679"
687,"1680"
687,"1681"
688,"11577"
688,"11576"
688,"11575"
688,"11574"
688,"11573"
689,"11579"
689,"11578"
690,"1158"
691,"11581"
691,"11580"
692,"11584"
692,"11583"
692,"11582"
693,"11588"
693,"11587"
693,"11586"
693,"11585"
694,"11591"
694,"11590"
694,"11589"
695,"11592"
695,"1709"
696,"11593"
696,"1710"
696,"1706"
697,"11594"
697,"1711"
698,"1472"
698,"11410"
698,"1475"
698,"1474"
698,"11598"
698,"11597"
698,"11596"
699,"1714"
699,"11599"
700,"10538"
700,"10537"
700,"10536"
700,"116"
701,"1160"
702,"11603"
702,"11602"
702,"11601"
702,"11600"
703,"11605"
703,"11604"
704,"11605"
704,"11604"
704,"1721"
704,"1720"
704,"11606"
705,"11612"
705,"11611"
705,"11610"
705,"11609"
705,"11608"
705,"11607"
706,"1726"
706,"11613"
707,"11616"
707,"11615"
707,"11614"
708,"1728"
708,"11617"
709,"1730"
709,"1731"
709,"1732"
709,"11618"
710,"11620"
710,"11619"
711,"11623"
711,"11622"
711,"11621"
712,"11625"
712,"11624"
713,"11627"
713,"11626"
714,"11632"
714,"11631"
714,"1743"
714,"1742"
714,"11630"
714,"11629"
715,"11635"
715,"11634"
715,"11633"
716,"11637"
716,"11636"
717,"1754"
717,"11638"
718,"1758"
718,"11639"
719,"1764"
